,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Gordon Hayward,16:12,3.0,11.0,27.3,1.0,3.0,33.3,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,7.0,-1.0,11/02/2022,Chicago Bulls,15.25
P.J. Washington,31:22,3.0,10.0,30.0,0.0,2.0,0.0,2.0,2.0,100.0,2.0,5.0,7.0,3.0,0.0,1.0,4.0,2.0,8.0,-17.0,11/02/2022,Chicago Bulls,21.25
Mason Plumlee,25:19,4.0,8.0,50.0,0.0,0.0,0.0,3.0,4.0,75.0,4.0,9.0,13.0,3.0,0.0,2.0,2.0,3.0,11.0,1.0,11/02/2022,Chicago Bulls,34.75
Kelly Oubre Jr.,30:02,9.0,17.0,52.9,5.0,11.0,45.5,1.0,2.0,50.0,1.0,4.0,5.0,1.0,2.0,1.0,0.0,2.0,24.0,-10.0,11/02/2022,Chicago Bulls,40.25
Dennis Smith Jr.,32:10,5.0,9.0,55.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,2.0,0.0,1.0,0.0,10.0,0.0,11/02/2022,Chicago Bulls,28.75
James Bouknight,20:47,2.0,7.0,28.6,1.0,5.0,20.0,2.0,2.0,100.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,-8.0,11/02/2022,Chicago Bulls,13.25
Jalen McDaniels,35:38,5.0,18.0,27.8,0.0,5.0,0.0,1.0,2.0,50.0,3.0,3.0,6.0,2.0,5.0,2.0,2.0,2.0,11.0,-13.0,11/02/2022,Chicago Bulls,34.5
Nick Richards,13:54,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,4.0,-16.0,11/02/2022,Chicago Bulls,11.0
Theo Maledon,15:50,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,-18.0,11/02/2022,Chicago Bulls,8.25
JT Thor,13:11,2.0,4.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,-10.0,11/02/2022,Chicago Bulls,12.0
Kai Jones,5:35,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,11/02/2022,Chicago Bulls,4.0
