,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jaden McDaniels,23:08,3.0,8.0,37.5,1.0,4.0,25.0,1.0,1.0,100.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,5.0,8.0,5.0,03/01/2022,Golden State Warriors,16.5
Jarred Vanderbilt,24:13,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,2.0,-1.0,03/01/2022,Golden State Warriors,13.5
Karl-Anthony Towns,32:05,14.0,22.0,63.6,3.0,6.0,50.0,8.0,11.0,72.7,0.0,9.0,9.0,1.0,0.0,0.0,2.0,2.0,39.0,10.0,03/01/2022,Golden State Warriors,52.25
Patrick Beverley,21:51,3.0,9.0,33.3,2.0,7.0,28.6,2.0,2.0,100.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,3.0,10.0,-1.0,03/01/2022,Golden State Warriors,24.25
D'Angelo Russell,29:24,8.0,17.0,47.1,2.0,7.0,28.6,4.0,4.0,100.0,1.0,2.0,3.0,7.0,2.0,0.0,4.0,1.0,22.0,0.0,03/01/2022,Golden State Warriors,39.25
Malik Beasley,27:32,7.0,11.0,63.6,6.0,9.0,66.7,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,20.0,8.0,03/01/2022,Golden State Warriors,33.0
Jaylen Nowell,16:38,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,5.0,16.0,03/01/2022,Golden State Warriors,13.25
Jordan McLaughlin,28:30,1.0,6.0,16.7,1.0,3.0,33.3,0.0,0.0,0.0,1.0,4.0,5.0,2.0,3.0,0.0,1.0,4.0,3.0,17.0,03/01/2022,Golden State Warriors,18.25
Taurean Prince,20:44,4.0,7.0,57.1,1.0,3.0,33.3,2.0,2.0,100.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,11.0,16.0,03/01/2022,Golden State Warriors,22.5
Naz Reid,15:55,4.0,6.0,66.7,0.0,1.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,9.0,5.0,03/01/2022,Golden State Warriors,13.25
