,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Anthony Edwards,32:02,8.0,21.0,38.1,6.0,11.0,54.5,5.0,6.0,83.3,2.0,4.0,6.0,4.0,2.0,1.0,3.0,3.0,27.0,19.0,03/16/2022,Los Angeles Lakers,48.0
Jarred Vanderbilt,24:57,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,1.0,2.0,0.0,3.0,3.0,4.0,5.0,03/16/2022,Los Angeles Lakers,19.25
Karl-Anthony Towns,26:10,8.0,15.0,53.3,1.0,3.0,33.3,13.0,13.0,100.0,2.0,6.0,8.0,1.0,0.0,1.0,6.0,4.0,30.0,17.0,03/16/2022,Los Angeles Lakers,41.0
Patrick Beverley,28:55,6.0,9.0,66.7,2.0,3.0,66.7,4.0,4.0,100.0,2.0,4.0,6.0,1.0,1.0,3.0,0.0,2.0,18.0,4.0,03/16/2022,Los Angeles Lakers,36.0
D'Angelo Russell,30:25,2.0,11.0,18.2,1.0,7.0,14.3,1.0,3.0,33.3,0.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,6.0,18.0,03/16/2022,Los Angeles Lakers,16.25
Malik Beasley,21:30,2.0,6.0,33.3,2.0,5.0,40.0,1.0,1.0,100.0,0.0,6.0,6.0,4.0,0.0,0.0,0.0,1.0,7.0,19.0,03/16/2022,Los Angeles Lakers,21.5
Jordan McLaughlin,15:16,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,03/16/2022,Los Angeles Lakers,7.25
Taurean Prince,25:17,4.0,9.0,44.4,3.0,8.0,37.5,2.0,2.0,100.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,3.0,13.0,7.0,03/16/2022,Los Angeles Lakers,23.5
Nathan Knight,13:49,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,03/16/2022,Los Angeles Lakers,14.0
Jaylen Nowell,18:18,4.0,11.0,36.4,1.0,4.0,25.0,1.0,2.0,50.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,10.0,6.0,03/16/2022,Los Angeles Lakers,15.5
Leandro Bolmaro,1:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,03/16/2022,Los Angeles Lakers,1.5
Jake Layman,1:07,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,03/16/2022,Los Angeles Lakers,3.5
Josh Okogie,1:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,03/16/2022,Los Angeles Lakers,0.0
