,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Anthony Edwards,32:25,8.0,17.0,47.1,4.0,10.0,40.0,2.0,3.0,66.7,2.0,3.0,5.0,2.0,5.0,0.0,2.0,3.0,22.0,20.0,01/05/2022,Oklahoma City Thunder,42.25
Jarred Vanderbilt,30:05,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,3.0,10.0,13.0,3.0,1.0,1.0,1.0,2.0,5.0,21.0,01/05/2022,Oklahoma City Thunder,29.25
Karl-Anthony Towns,36:56,6.0,14.0,42.9,1.0,4.0,25.0,4.0,5.0,80.0,6.0,10.0,16.0,3.0,1.0,2.0,6.0,6.0,17.0,16.0,01/05/2022,Oklahoma City Thunder,45.0
D'Angelo Russell,30:13,3.0,12.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,3.0,0.0,6.0,1.0,01/05/2022,Oklahoma City Thunder,13.5
Patrick Beverley,26:06,6.0,11.0,54.5,5.0,9.0,55.6,3.0,4.0,75.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,3.0,20.0,19.0,01/05/2022,Oklahoma City Thunder,40.0
Malik Beasley,18:18,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0,01/05/2022,Oklahoma City Thunder,6.75
Jaylen Nowell,23:00,6.0,6.0,100.0,1.0,1.0,100.0,3.0,3.0,100.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,16.0,-5.0,01/05/2022,Oklahoma City Thunder,24.25
Naz Reid,11:04,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,-8.0,01/05/2022,Oklahoma City Thunder,12.75
Jaden McDaniels,21:24,5.0,12.0,41.7,1.0,4.0,25.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,11.0,-14.0,01/05/2022,Oklahoma City Thunder,18.25
Taurean Prince,10:29,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.0,01/05/2022,Oklahoma City Thunder,3.25
