,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Malik Beasley,35:06,8.0,15.0,53.3,6.0,12.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,22.0,-19.0,12/21/2021,Dallas Mavericks,29.75
Jaden McDaniels,39:29,4.0,8.0,50.0,0.0,3.0,0.0,3.0,3.0,100.0,1.0,7.0,8.0,3.0,2.0,0.0,0.0,4.0,11.0,-7.0,12/21/2021,Dallas Mavericks,29.5
Karl-Anthony Towns,37:33,9.0,14.0,64.3,3.0,4.0,75.0,5.0,5.0,100.0,2.0,12.0,14.0,7.0,0.0,2.0,5.0,3.0,26.0,-15.0,12/21/2021,Dallas Mavericks,57.0
D'Angelo Russell,35:46,4.0,18.0,22.2,1.0,11.0,9.1,5.0,5.0,100.0,0.0,1.0,1.0,12.0,1.0,0.0,3.0,3.0,14.0,-12.0,12/21/2021,Dallas Mavericks,34.25
Leandro Bolmaro,11:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-7.0,12/21/2021,Dallas Mavericks,2.0
Jaylen Nowell,24:14,4.0,8.0,50.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,-3.0,12/21/2021,Dallas Mavericks,10.75
Jake Layman,8:21,1.0,3.0,33.3,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,-8.0,12/21/2021,Dallas Mavericks,2.5
Jordan McLaughlin,17:44,1.0,4.0,25.0,0.0,1.0,0.0,2.0,3.0,66.7,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,12/21/2021,Dallas Mavericks,10.25
Naz Reid,17:38,4.0,6.0,66.7,3.0,4.0,75.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,11.0,2.0,12/21/2021,Dallas Mavericks,19.75
Nathan Knight,12:52,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,50.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,8.0,12/21/2021,Dallas Mavericks,10.0
