,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
RJ Barrett,26:31,7.0,14.0,50.0,1.0,5.0,20.0,6.0,7.0,85.7,0.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0,21.0,13.0,10/12/2022,Indiana Pacers,30.5
Julius Randle,25:25,5.0,10.0,50.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,8.0,8.0,5.0,0.0,1.0,2.0,2.0,13.0,11.0,10/12/2022,Indiana Pacers,33.0
Mitchell Robinson,22:57,3.0,5.0,60.0,0.0,0.0,0.0,2.0,2.0,100.0,6.0,2.0,8.0,0.0,0.0,4.0,2.0,2.0,8.0,13.0,10/12/2022,Indiana Pacers,25.0
Evan Fournier,23:58,3.0,9.0,33.3,2.0,5.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,8.0,9.0,10/12/2022,Indiana Pacers,15.75
Jalen Brunson,29:31,4.0,14.0,28.6,1.0,3.0,33.3,2.0,4.0,50.0,3.0,5.0,8.0,3.0,1.0,0.0,2.0,2.0,11.0,7.0,10/12/2022,Indiana Pacers,27.0
Immanuel Quickley,24:02,4.0,18.0,22.2,2.0,7.0,28.6,2.0,3.0,66.7,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,12.0,-18.0,10/12/2022,Indiana Pacers,20.25
Obi Toppin,22:35,4.0,7.0,57.1,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,-20.0,10/12/2022,Indiana Pacers,12.5
Isaiah Hartenstein,22:55,2.0,4.0,50.0,1.0,3.0,33.3,2.0,2.0,100.0,3.0,7.0,10.0,5.0,0.0,0.0,2.0,5.0,7.0,-17.0,10/12/2022,Indiana Pacers,26.5
Cam Reddish,21:29,3.0,10.0,30.0,1.0,6.0,16.7,3.0,4.0,75.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,10.0,-22.0,10/12/2022,Indiana Pacers,18.75
Miles McBride,18:29,1.0,6.0,16.7,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,-16.0,10/12/2022,Indiana Pacers,5.5
Jericho Sims,2:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,10/12/2022,Indiana Pacers,2.5
