,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
RJ Barrett,19:24,2.0,10.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,4.0,-14.0,11/13/2022,Oklahoma City Thunder,6.25
Julius Randle,33:15,7.0,14.0,50.0,3.0,6.0,50.0,8.0,10.0,80.0,3.0,7.0,10.0,3.0,0.0,0.0,2.0,3.0,25.0,-10.0,11/13/2022,Oklahoma City Thunder,42.5
Isaiah Hartenstein,22:53,5.0,8.0,62.5,1.0,2.0,50.0,3.0,4.0,75.0,5.0,2.0,7.0,1.0,1.0,0.0,2.0,1.0,14.0,-19.0,11/13/2022,Oklahoma City Thunder,25.75
Jalen Brunson,23:58,5.0,9.0,55.6,0.0,2.0,0.0,7.0,7.0,100.0,0.0,1.0,1.0,7.0,3.0,0.0,1.0,2.0,17.0,-20.0,11/13/2022,Oklahoma City Thunder,34.25
Cam Reddish,32:38,10.0,17.0,58.8,2.0,5.0,40.0,4.0,4.0,100.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,26.0,2.0,11/13/2022,Oklahoma City Thunder,43.25
Derrick Rose,16:44,3.0,6.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,7.0,3.0,11/13/2022,Oklahoma City Thunder,15.0
Jericho Sims,25:07,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,1.0,0.0,0.0,0.0,2.0,8.0,9.0,11/13/2022,Oklahoma City Thunder,19.5
Immanuel Quickley,23:24,8.0,17.0,47.1,1.0,4.0,25.0,7.0,8.0,87.5,0.0,1.0,1.0,5.0,3.0,1.0,0.0,3.0,24.0,5.0,11/13/2022,Oklahoma City Thunder,41.25
Obi Toppin,14:45,4.0,5.0,80.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,10.0,0.0,11/13/2022,Oklahoma City Thunder,12.0
Evan Fournier,19:55,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,11/13/2022,Oklahoma City Thunder,5.0
Quentin Grimes,7:57,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,11/13/2022,Oklahoma City Thunder,0.0
