,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Alec Burks,39:39,4.0,7.0,57.1,2.0,4.0,50.0,0.0,0.0,0.0,2.0,4.0,6.0,8.0,1.0,0.0,4.0,5.0,10.0,24.0,04/10/2022,30.5
Obi Toppin,40:05,16.0,28.0,57.1,6.0,14.0,42.9,4.0,4.0,100.0,1.0,9.0,10.0,3.0,0.0,1.0,2.0,1.0,42.0,8.0,04/10/2022,63.0
Jericho Sims,39:22,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,14.0,1.0,2.0,0.0,3.0,2.0,6.0,27.0,04/10/2022,27.5
Evan Fournier,32:39,2.0,11.0,18.2,2.0,9.0,22.2,0.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,2.0,0.0,2.0,6.0,-1.0,04/10/2022,26.25
Immanuel Quickley,41:44,12.0,26.0,46.2,4.0,11.0,36.4,6.0,8.0,75.0,1.0,9.0,10.0,12.0,0.0,0.0,3.0,2.0,34.0,23.0,04/10/2022,65.0
Feron Hunt,6:32,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.0,04/10/2022,2.25
Taj Gibson,16:33,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,-13.0,04/10/2022,11.25
Ryan Arcidiacono,23:26,2.0,5.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,5.0,-9.0,04/10/2022,9.25
