,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
O.G. Anunoby,39:19,4.0,12.0,33.3,0.0,2.0,0.0,5.0,7.0,71.4,1.0,3.0,4.0,1.0,3.0,0.0,4.0,4.0,13.0,-12.0,11/07/2022,Chicago Bulls,23.5
Scottie Barnes,30:25,2.0,9.0,22.2,0.0,2.0,0.0,1.0,2.0,50.0,1.0,5.0,6.0,5.0,0.0,0.0,1.0,3.0,5.0,6.0,11/07/2022,Chicago Bulls,19.5
Christian Koloko,21:03,2.0,8.0,25.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,4.0,5.0,4.0,11/07/2022,Chicago Bulls,11.25
Gary Trent Jr.,32:41,7.0,12.0,58.3,2.0,4.0,50.0,3.0,3.0,100.0,0.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,19.0,-2.0,11/07/2022,Chicago Bulls,36.75
Fred VanVleet,34:22,10.0,19.0,52.6,6.0,10.0,60.0,1.0,1.0,100.0,0.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,27.0,-8.0,11/07/2022,Chicago Bulls,46.75
Otto Porter Jr.,17:13,2.0,4.0,50.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,-14.0,11/07/2022,Chicago Bulls,6.5
Chris Boucher,14:28,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,-10.0,11/07/2022,Chicago Bulls,3.25
Precious Achiuwa,13:52,4.0,6.0,66.7,0.0,0.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,10.0,-16.0,11/07/2022,Chicago Bulls,18.5
Dalano Banton,9:38,2.0,7.0,28.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,-3.0,11/07/2022,Chicago Bulls,13.5
Thaddeus Young,10:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,-5.0,11/07/2022,Chicago Bulls,4.0
Juancho Hernangomez,10:34,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,5.0,-9.0,11/07/2022,Chicago Bulls,11.5
Malachi Flynn,6:02,1.0,2.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,-1.0,11/07/2022,Chicago Bulls,8.25
