,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
O.G. Anunoby,38:41,10.0,20.0,50.0,4.0,9.0,44.4,3.0,4.0,75.0,1.0,9.0,10.0,1.0,3.0,1.0,1.0,3.0,27.0,18.0,11/09/2022,Houston Rockets,50.5
Scottie Barnes,34:06,6.0,16.0,37.5,1.0,4.0,25.0,0.0,0.0,0.0,7.0,1.0,8.0,5.0,0.0,2.0,1.0,1.0,13.0,6.0,11/09/2022,Houston Rockets,34.5
Christian Koloko,14:24,1.0,4.0,25.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,2.0,11/09/2022,Houston Rockets,8.25
Gary Trent Jr.,29:39,4.0,8.0,50.0,1.0,4.0,25.0,2.0,2.0,100.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,4.0,11.0,2.0,11/09/2022,Houston Rockets,19.75
Fred VanVleet,35:07,12.0,26.0,46.2,7.0,16.0,43.8,1.0,1.0,100.0,0.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,32.0,-1.0,11/09/2022,Houston Rockets,54.75
Precious Achiuwa,12:29,2.0,8.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,1.0,0.0,1.0,2.0,2.0,4.0,-11.0,11/09/2022,Houston Rockets,14.0
Chris Boucher,13:23,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,3.0,2.0,-10.0,11/09/2022,Houston Rockets,11.0
Otto Porter Jr.,23:28,5.0,8.0,62.5,2.0,5.0,40.0,2.0,2.0,100.0,3.0,3.0,6.0,0.0,1.0,0.0,2.0,1.0,14.0,3.0,11/09/2022,Houston Rockets,23.5
Dalano Banton,11:59,2.0,7.0,28.6,0.0,3.0,0.0,4.0,6.0,66.7,2.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,8.0,5.0,11/09/2022,Houston Rockets,17.25
Thaddeus Young,26:44,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,21.0,11/09/2022,Houston Rockets,16.5
