,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
O.G. Anunoby,22:45,4.0,9.0,44.4,0.0,5.0,0.0,5.0,5.0,100.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,13.0,-11.0,10/07/2022,Houston Rockets,20.5
Christian Koloko,17:12,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,4.0,1.0,3.0,2.0,-15.0,10/07/2022,Houston Rockets,14.75
Pascal Siakam,26:57,7.0,15.0,46.7,1.0,6.0,16.7,3.0,8.0,37.5,2.0,4.0,6.0,0.0,3.0,1.0,2.0,2.0,18.0,-13.0,10/07/2022,Houston Rockets,33.0
Scottie Barnes,22:40,0.0,5.0,0.0,0.0,2.0,0.0,2.0,6.0,33.3,2.0,5.0,7.0,4.0,0.0,1.0,6.0,1.0,2.0,-16.0,10/07/2022,Houston Rockets,15.75
Gary Trent Jr.,25:40,3.0,8.0,37.5,0.0,3.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,10.0,-13.0,10/07/2022,Houston Rockets,15.0
Chris Boucher,21:20,4.0,7.0,57.1,1.0,3.0,33.3,1.0,2.0,50.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,10.0,3.0,10/07/2022,Houston Rockets,19.5
Precious Achiuwa,19:40,4.0,8.0,50.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,6.0,6.0,2.0,0.0,0.0,1.0,3.0,10.0,6.0,10/07/2022,Houston Rockets,20.0
Thaddeus Young,8:10,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,5.0,10/07/2022,Houston Rockets,8.5
Dalano Banton,20:17,6.0,8.0,75.0,0.0,0.0,0.0,2.0,5.0,40.0,2.0,0.0,2.0,4.0,0.0,1.0,2.0,1.0,14.0,2.0,10/07/2022,Houston Rockets,23.5
Juancho Hernangomez,5:13,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-8.0,10/07/2022,Houston Rockets,3.5
Khem Birch,7:48,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,10/07/2022,Houston Rockets,3.25
Josh Jackson,12:00,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,-3.0,10/07/2022,Houston Rockets,9.0
Jeff Dowtin,10:37,1.0,3.0,33.3,0.0,1.0,0.0,1.0,4.0,25.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,-3.0,10/07/2022,Houston Rockets,4.5
Gabe Brown,8:34,2.0,5.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,-6.0,10/07/2022,Houston Rockets,9.5
D.J. Wilson,6:47,1.0,3.0,33.3,1.0,1.0,100.0,2.0,2.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,-5.0,10/07/2022,Houston Rockets,10.25
Ron Harper Jr.,4:20,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,10/07/2022,Houston Rockets,0.0
