,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Paolo Banchero,36:06,8.0,17.0,47.1,0.0,4.0,0.0,6.0,9.0,66.7,0.0,8.0,8.0,3.0,1.0,1.0,5.0,3.0,22.0,-19.0,11/03/2022,Golden State Warriors,38.0
Bol Bol,18:39,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,0.0,2.0,0.0,1.0,4.0,-11.0,11/03/2022,Golden State Warriors,17.0
Wendell Carter Jr.,33:19,4.0,9.0,44.4,2.0,4.0,50.0,4.0,6.0,66.7,2.0,7.0,9.0,2.0,1.0,1.0,2.0,3.0,14.0,-2.0,11/03/2022,Golden State Warriors,32.25
Franz Wagner,36:38,7.0,12.0,58.3,1.0,1.0,100.0,4.0,5.0,80.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,2.0,19.0,2.0,11/03/2022,Golden State Warriors,24.25
Jalen Suggs,36:13,9.0,17.0,52.9,2.0,6.0,33.3,6.0,11.0,54.5,0.0,1.0,1.0,9.0,4.0,0.0,3.0,4.0,26.0,-3.0,11/03/2022,Golden State Warriors,48.25
Chuma Okeke,27:28,4.0,6.0,66.7,3.0,5.0,60.0,5.0,6.0,83.3,2.0,7.0,9.0,3.0,0.0,1.0,0.0,2.0,16.0,13.0,11/03/2022,Golden State Warriors,35.25
Kevon Harris,20:50,4.0,7.0,57.1,2.0,3.0,66.7,2.0,3.0,66.7,4.0,1.0,5.0,0.0,1.0,0.0,1.0,2.0,12.0,12.0,11/03/2022,Golden State Warriors,20.75
R.J. Hampton,20:17,4.0,6.0,66.7,3.0,5.0,60.0,4.0,4.0,100.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,15.0,6.0,11/03/2022,Golden State Warriors,21.5
Mo Bamba,5:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-4.0,11/03/2022,Golden State Warriors,2.0
Caleb Houstan,4:52,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,11.0,11/03/2022,Golden State Warriors,5.25
