,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Chuma Okeke,31:34,2.0,5.0,40.0,1.0,2.0,50.0,3.0,6.0,50.0,1.0,6.0,7.0,2.0,0.0,1.0,3.0,4.0,8.0,4.0,11/09/2022,Dallas Mavericks,20.75
Bol Bol,25:13,4.0,6.0,66.7,2.0,2.0,100.0,1.0,2.0,50.0,0.0,7.0,7.0,0.0,0.0,1.0,2.0,1.0,11.0,-3.0,11/09/2022,Dallas Mavericks,21.75
Wendell Carter Jr.,34:16,5.0,9.0,55.6,1.0,2.0,50.0,2.0,2.0,100.0,0.0,12.0,12.0,3.0,0.0,1.0,5.0,2.0,13.0,10.0,11/09/2022,Dallas Mavericks,32.5
Franz Wagner,33:07,9.0,17.0,52.9,0.0,3.0,0.0,4.0,4.0,100.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,2.0,22.0,13.0,11/09/2022,Dallas Mavericks,33.25
Jalen Suggs,25:38,4.0,12.0,33.3,2.0,4.0,50.0,2.0,2.0,100.0,1.0,6.0,7.0,4.0,1.0,1.0,1.0,3.0,12.0,5.0,11/09/2022,Dallas Mavericks,31.25
Terrence Ross,30:14,3.0,9.0,33.3,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,4.0,6.0,8.0,11/09/2022,Dallas Mavericks,11.5
Mo Bamba,24:27,5.0,8.0,62.5,1.0,3.0,33.3,1.0,2.0,50.0,1.0,5.0,6.0,1.0,0.0,1.0,0.0,2.0,12.0,-7.0,11/09/2022,Dallas Mavericks,23.5
R.J. Hampton,8:33,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,-7.0,11/09/2022,Dallas Mavericks,6.0
Caleb Houstan,26:25,3.0,5.0,60.0,1.0,2.0,50.0,1.0,2.0,50.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,10.0,11/09/2022,Dallas Mavericks,12.5
Admiral Schofield,0:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11/09/2022,Dallas Mavericks,1.25
