,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Paolo Banchero,35:29,8.0,16.0,50.0,2.0,4.0,50.0,12.0,14.0,85.7,0.0,6.0,6.0,4.0,2.0,0.0,5.0,4.0,30.0,-9.0,11/07/2022,Houston Rockets,46.0
Bol Bol,20:36,2.0,5.0,40.0,0.0,1.0,0.0,5.0,5.0,100.0,0.0,3.0,3.0,0.0,1.0,1.0,3.0,0.0,9.0,-1.0,11/07/2022,Houston Rockets,15.25
Wendell Carter Jr.,27:23,6.0,12.0,50.0,1.0,2.0,50.0,2.0,2.0,100.0,3.0,4.0,7.0,2.0,0.0,0.0,2.0,5.0,15.0,-6.0,11/07/2022,Houston Rockets,26.25
Franz Wagner,32:48,9.0,12.0,75.0,3.0,4.0,75.0,2.0,2.0,100.0,2.0,3.0,5.0,7.0,0.0,0.0,2.0,2.0,23.0,2.0,11/07/2022,Houston Rockets,40.25
Jalen Suggs,32:51,5.0,8.0,62.5,0.0,1.0,0.0,1.0,4.0,25.0,1.0,4.0,5.0,6.0,1.0,0.0,2.0,4.0,11.0,-1.0,11/07/2022,Houston Rockets,27.25
Mo Bamba,19:37,6.0,7.0,85.7,1.0,2.0,50.0,1.0,2.0,50.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,3.0,14.0,0.0,11/07/2022,Houston Rockets,28.0
Terrence Ross,30:53,8.0,15.0,53.3,5.0,10.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,21.0,-3.0,11/07/2022,Houston Rockets,32.25
Kevon Harris,15:08,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,-6.0,11/07/2022,Houston Rockets,7.5
Chuma Okeke,16:00,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,-6.0,11/07/2022,Houston Rockets,8.25
Caleb Houstan,9:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,11/07/2022,Houston Rockets,1.25
