,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Chuma Okeke,29:16,6.0,13.0,46.2,5.0,12.0,41.7,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,1.0,1.0,2.0,17.0,-4.0,04/10/2022,30.5
Moritz Wagner,29:57,5.0,11.0,45.5,2.0,7.0,28.6,2.0,2.0,100.0,0.0,11.0,11.0,5.0,2.0,0.0,2.0,2.0,14.0,5.0,04/10/2022,39.25
Mo Bamba,27:45,7.0,11.0,63.6,5.0,9.0,55.6,2.0,3.0,66.7,2.0,8.0,10.0,1.0,0.0,2.0,0.0,2.0,21.0,7.0,04/10/2022,41.5
R.J. Hampton,33:15,8.0,16.0,50.0,4.0,7.0,57.1,1.0,1.0,100.0,2.0,4.0,6.0,5.0,0.0,0.0,1.0,2.0,21.0,6.0,04/10/2022,37.5
Markelle Fultz,29:29,5.0,12.0,41.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,1.0,0.0,4.0,3.0,10.0,4.0,04/10/2022,35.0
Devin Cannady,33:16,4.0,10.0,40.0,4.0,9.0,44.4,3.0,3.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,15.0,18.0,04/10/2022,20.0
Robin Lopez,10:16,1.0,2.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,4.0,17.0,04/10/2022,10.75
Ignas Brazdeikis,24:54,6.0,10.0,60.0,1.0,5.0,20.0,2.0,3.0,66.7,1.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,15.0,7.0,04/10/2022,26.25
Admiral Schofield,21:52,3.0,6.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,04/10/2022,15.25
