,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
Brandon Woodruff, 5.2,5,2,2,5,4,0,3.93,27,112,65,35,10,20,5,12,1,0,50,,,0.036, 1.14, 0.02%, 1.26, 0.8,61° F, Wind 14mph in unknown direction, Sunny, No Precipitation.
"Hoby Milner, H (5)", 1.1,0,0,0,0,0,0,1.98,4,10,8,4,0,4,1,3,1,0,,1,0,0.079, 0.75, 0.05%, 0.83, 0.7,61° F, Wind 14mph in unknown direction, Sunny, No Precipitation.
"Jandel Gustave, H (2)", 1 ,1,0,0,0,1,0,3.68,4,15,11,7,2,2,2,1,1,0,,0,0,0.051, 1.08, 0.03%, 1.19, 0.5,61° F, Wind 14mph in unknown direction, Sunny, No Precipitation.
"Josh Hader, BS (2), L (0-4)", 0.1,5,6,6,0,0,3,4.50,7,18,12,9,1,2,0,6,1,0,,0,0,-0.959, 4.02,-0.63%, 4.43, -5.8,61° F, Wind 14mph in unknown direction, Sunny, No Precipitation.
