IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 4 ,3,2,2,2,1,1,4.73,17,73,46,28,3,15,8,6,2,0,47,,,-0.011, 1.02,-0.01%, 1.15, 0.0,83° F, Wind 12mph out to Centerfield, Cloudy, No Precipitation.
 1 ,0,0,0,1,0,0,3.86,3,11,6,3,0,3,2,0,0,0,,0,0,0.054, 1.03, 0.04%, 1.16, 0.5,83° F, Wind 12mph out to Centerfield, Cloudy, No Precipitation.
 1 ,1,0,0,0,0,0,2.12,6,29,16,11,1,4,2,2,0,0,,0,0,0.038, 0.99, 0.03%, 1.12, 0.5,83° F, Wind 12mph out to Centerfield, Cloudy, No Precipitation.
 1 ,2,1,1,0,1,0,2.65,5,18,10,6,2,2,1,3,2,0,,0,0,0.000, 0.93, 0.00%, 1.05, -0.5,83° F, Wind 12mph out to Centerfield, Cloudy, No Precipitation.
 1 ,0,0,0,0,1,0,1.87,3,9,5,2,2,1,2,0,0,0,,0,0,0.053, 0.69, 0.04%, 0.77, 0.5,83° F, Wind 12mph out to Centerfield, Cloudy, No Precipitation.
 1 ,0,0,0,0,3,0,1.82,3,16,11,4,5,2,0,0,0,0,,0,0,0.042, 0.54, 0.03%, 0.61, 0.5,83° F, Wind 12mph out to Centerfield, Cloudy, No Precipitation.
