,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Reggie Bullock,36:55,3.0,7.0,42.9,2.0,6.0,33.3,3.0,3.0,100.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,11.0,12.0,02/10/2022,LA Clippers,18.5
Dorian Finney-Smith,40:42,5.0,10.0,50.0,2.0,6.0,33.3,0.0,0.0,0.0,1.0,6.0,7.0,1.0,3.0,0.0,3.0,4.0,12.0,16.0,02/10/2022,LA Clippers,27.75
Dwight Powell,21:09,2.0,2.0,100.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,8.0,13.0,02/10/2022,LA Clippers,17.0
Jalen Brunson,37:24,3.0,12.0,25.0,0.0,3.0,0.0,5.0,5.0,100.0,0.0,5.0,5.0,4.0,0.0,0.0,2.0,0.0,11.0,13.0,02/10/2022,LA Clippers,22.25
Luka Doncic,39:48,17.0,26.0,65.4,7.0,14.0,50.0,10.0,14.0,71.4,0.0,9.0,9.0,6.0,1.0,1.0,7.0,4.0,51.0,9.0,02/10/2022,LA Clippers,75.25
Maxi Kleber,26:51,3.0,6.0,50.0,1.0,4.0,25.0,1.0,1.0,100.0,5.0,4.0,9.0,2.0,0.0,0.0,0.0,4.0,8.0,-6.0,02/10/2022,LA Clippers,22.75
Josh Green,14:17,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,4.0,-6.0,02/10/2022,LA Clippers,10.75
Trey Burke,10:36,1.0,6.0,16.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,-6.0,02/10/2022,LA Clippers,3.5
Marquese Chriss,4:53,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,02/10/2022,LA Clippers,2.5
Frank Ntilikina,7:25,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,-5.0,02/10/2022,LA Clippers,5.5
