,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Dorian Finney-Smith,32:24,4.0,6.0,66.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,2.0,2.0,8.0,10.0,12/08/2021,Memphis Grizzlies,19.0
Kristaps Porzingis,23:11,6.0,13.0,46.2,2.0,6.0,33.3,5.0,5.0,100.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,5.0,19.0,-1.0,12/08/2021,Memphis Grizzlies,28.0
Dwight Powell,20:57,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,4.0,2.0,5.0,12/08/2021,Memphis Grizzlies,10.75
Reggie Bullock,30:11,5.0,7.0,71.4,4.0,6.0,66.7,1.0,1.0,100.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,2.0,15.0,5.0,12/08/2021,Memphis Grizzlies,29.5
Luka Doncic,35:55,10.0,19.0,52.6,5.0,10.0,50.0,1.0,2.0,50.0,0.0,8.0,8.0,7.0,1.0,0.0,9.0,1.0,26.0,18.0,12/08/2021,Memphis Grizzlies,46.5
Jalen Brunson,34:02,3.0,8.0,37.5,0.0,2.0,0.0,4.0,7.0,57.1,2.0,3.0,5.0,7.0,1.0,0.0,0.0,1.0,10.0,8.0,12/08/2021,Memphis Grizzlies,28.75
Maxi Kleber,17:57,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,2.0,3.0,1.0,2.0,-2.0,12/08/2021,Memphis Grizzlies,10.75
Moses Brown,12:10,1.0,4.0,25.0,0.0,0.0,0.0,7.0,8.0,87.5,4.0,3.0,7.0,0.0,1.0,2.0,0.0,2.0,9.0,1.0,12/08/2021,Memphis Grizzlies,23.75
Tim Hardaway Jr.,22:54,4.0,10.0,40.0,1.0,6.0,16.7,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,9.0,3.0,12/08/2021,Memphis Grizzlies,15.5
Josh Green,10:21,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,-7.0,12/08/2021,Memphis Grizzlies,5.25
