,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Reggie Bullock,41:46,3.0,7.0,42.9,3.0,7.0,42.9,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,0.0,2.0,2.0,9.0,13.0,03/30/2022,Cleveland Cavaliers,21.0
Dorian Finney-Smith,36:51,10.0,16.0,62.5,6.0,12.0,50.0,2.0,3.0,66.7,1.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,28.0,16.0,03/30/2022,Cleveland Cavaliers,39.5
Dwight Powell,21:36,5.0,6.0,83.3,0.0,1.0,0.0,5.0,5.0,100.0,1.0,4.0,5.0,1.0,1.0,1.0,0.0,5.0,15.0,6.0,03/30/2022,Cleveland Cavaliers,26.75
Jalen Brunson,38:54,8.0,14.0,57.1,1.0,3.0,33.3,1.0,3.0,33.3,2.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,18.0,-5.0,03/30/2022,Cleveland Cavaliers,33.25
Luka Doncic,37:50,14.0,26.0,53.8,3.0,6.0,50.0,4.0,4.0,100.0,0.0,9.0,9.0,13.0,1.0,2.0,3.0,1.0,35.0,14.0,03/30/2022,Cleveland Cavaliers,71.75
Maxi Kleber,26:05,2.0,7.0,28.6,2.0,7.0,28.6,0.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,03/30/2022,Cleveland Cavaliers,19.0
Davis Bertans,10:16,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,-2.0,03/30/2022,Cleveland Cavaliers,6.75
Josh Green,16:39,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,03/30/2022,Cleveland Cavaliers,10.0
Brandon Knight,6:52,1.0,4.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-8.0,03/30/2022,Cleveland Cavaliers,2.0
Marquese Chriss,3:11,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,03/30/2022,Cleveland Cavaliers,6.0
