,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Dorian Finney-Smith,33:42,5.0,8.0,62.5,3.0,6.0,50.0,1.0,2.0,50.0,2.0,7.0,9.0,5.0,0.0,1.0,1.0,3.0,14.0,22.0,12/27/2021,Portland Trail Blazers,35.75
Kristaps Porzingis,32:29,12.0,21.0,57.1,3.0,7.0,42.9,7.0,9.0,77.8,2.0,7.0,9.0,5.0,2.0,2.0,0.0,2.0,34.0,19.0,12/27/2021,Portland Trail Blazers,62.25
Dwight Powell,23:52,9.0,11.0,81.8,1.0,1.0,100.0,3.0,7.0,42.9,3.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,22.0,22.0,12/27/2021,Portland Trail Blazers,25.75
Frank Ntilikina,23:09,3.0,5.0,60.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,8.0,5.0,12/27/2021,Portland Trail Blazers,13.25
Jalen Brunson,28:37,6.0,12.0,50.0,0.0,4.0,0.0,2.0,2.0,100.0,0.0,4.0,4.0,9.0,1.0,0.0,1.0,0.0,14.0,14.0,12/27/2021,Portland Trail Blazers,34.0
Moses Brown,9:53,2.0,4.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,3.0,2.0,5.0,0.0,0.0,1.0,3.0,3.0,6.0,-3.0,12/27/2021,Portland Trail Blazers,12.75
Josh Green,26:27,3.0,7.0,42.9,0.0,2.0,0.0,3.0,3.0,100.0,0.0,4.0,4.0,10.0,2.0,0.0,1.0,4.0,9.0,15.0,12/27/2021,Portland Trail Blazers,32.5
Brandon Knight,24:22,6.0,12.0,50.0,2.0,7.0,28.6,4.0,4.0,100.0,0.0,3.0,3.0,5.0,1.0,0.0,2.0,2.0,18.0,13.0,12/27/2021,Portland Trail Blazers,31.25
Sterling Brown,5:26,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,-3.0,12/27/2021,Portland Trail Blazers,4.5
Theo Pinson,5:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,12/27/2021,Portland Trail Blazers,0.0
Boban Marjanovic,2:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,12/27/2021,Portland Trail Blazers,0.75
Marquese Chriss,9:20,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,-5.0,12/27/2021,Portland Trail Blazers,2.75
Charlie Brown Jr.,5:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-14.0,12/27/2021,Portland Trail Blazers,0.0
Carlik Jones,4:38,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,-8.0,12/27/2021,Portland Trail Blazers,3.0
George King,3:42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-3.0,12/27/2021,Portland Trail Blazers,1.25
