,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/18/1992,NYK,DET @ CHI,L,240,103,39,85,45.9,8,18,44.4,17,21,81.0,12,26,38,22,8,5,11,28,-11
04/16/1992,MIA,MIN @ LAC,L,240,87,33,87,37.9,5,19,26.3,16,23,69.6,14,32,46,19,7,3,15,19,-8
04/14/1992,DET,MIN @ LAC,L,265,94,31,85,36.5,10,22,45.5,22,22,100,17,28,45,26,11,2,19,23,-4
04/12/1992,PHL,MIN @ LAC,W,240,94,42,83,50.6,4,12,33.3,6,10,60.0,10,30,40,23,4,5,14,16,4
04/10/1992,BOS,MIL @ PHL,L,240,100,39,94,41.5,4,16,25.0,18,20,90.0,17,24,41,26,11,2,12,19,-9
04/08/1992,IND,CHH @ CLE,L,240,107,41,92,44.6,6,16,37.5,19,26,73.1,16,33,49,18,8,3,16,21,-15
04/07/1992,CHI,CHH @ CLE,L,240,101,40,90,44.4,10,26,38.5,11,18,61.1,17,15,32,28,12,1,18,17,-15
04/05/1992,LAC,CHH @ CLE,L,240,96,32,80,40.0,6,16,37.5,26,33,78.8,16,27,43,21,10,5,16,23,-1
04/03/1992,NJN,PHX @ LAL,L,240,103,42,101,41.6,3,14,21.4,16,20,80.0,16,25,41,16,10,4,13,19,-19
04/01/1992,NJN,MIA @ PHL,L,240,117,43,98,43.9,6,11,54.5,25,28,89.3,20,29,49,30,12,1,19,24,-4
03/30/1992,UTH,MIA @ PHL,L,240,100,40,89,44.9,8,16,50.0,12,20,60.0,15,21,36,18,4,3,10,21,-20
03/28/1992,LAC,HOU @ POR,L,240,95,38,77,49.4,3,15,20.0,16,18,88.9,10,26,36,21,11,2,22,24,-8
03/27/1992,SEA,HOU @ POR,L,240,95,29,79,36.7,3,12,25.0,34,42,81.0,25,21,46,17,12,3,16,27,-1
03/25/1992,PHX,BOS @ NJN,L,240,104,41,102,40.2,4,11,36.4,18,26,69.2,12,22,34,23,9,3,13,26,-28
03/24/1992,SAC,BOS @ NJN,L,240,102,39,96,40.6,5,17,29.4,19,24,79.2,24,22,46,21,9,2,14,20,-11
03/22/1992,WAS,BOS @ NJN,W,240,109,43,97,44.3,7,18,38.9,16,19,84.2,16,39,55,29,11,9,15,18,21
03/20/1992,IND,ORL @ CHI,L,265,97,33,81,40.7,6,15,40.0,25,33,75.8,13,32,45,20,18,3,14,31,-5
