IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 4 ,3,3,3,4,3,1,4.00,20,80,47,32,8,7,7,6,1,0,43,,,-0.181, 0.84,-0.02%, 0.15, -1.9,73° F, Wind 10mph out to Centerfield, Sunny, No Precipitation.
 1 ,0,0,0,0,1,0,0.00,3,17,9,3,1,5,0,2,1,0,,2,0,0.109, 1.38, 0.01%, 0.25, 1.5,73° F, Wind 10mph out to Centerfield, Sunny, No Precipitation.
 1 ,2,2,1,1,2,0,3.68,6,24,14,7,3,4,1,2,2,0,,0,0,-0.123, 0.96,-0.01%, 0.17, -1.5,73° F, Wind 10mph out to Centerfield, Sunny, No Precipitation.
 1 ,1,0,0,0,0,0,3.65,4,12,7,6,0,1,4,0,0,0,,0,0,0.013, 0.27, 0.00%, 0.05, 0.5,73° F, Wind 10mph out to Centerfield, Sunny, No Precipitation.
 1 ,0,0,0,0,2,0,2.45,3,11,9,3,5,1,0,1,1,0,,0,0,0.110, 1.43, 0.01%, 0.26, 0.5,73° F, Wind 10mph out to Centerfield, Sunny, No Precipitation.
 1 ,2,1,1,2,1,0,4.65,7,25,15,9,2,4,1,3,1,0,,0,0,-0.290, 1.96,-0.03%, 0.36, -0.5,73° F, Wind 10mph out to Centerfield, Sunny, No Precipitation.
