,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Troy Brown Jr.,29:36,5.0,12.0,41.7,2.0,5.0,40.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,2.0,12.0,-8.0,11/06/2022,Cleveland Cavaliers,20.0
LeBron James,33:49,13.0,23.0,56.5,1.0,4.0,25.0,0.0,3.0,0.0,2.0,5.0,7.0,4.0,0.0,0.0,1.0,0.0,27.0,-8.0,11/06/2022,Cleveland Cavaliers,41.75
Anthony Davis,32:45,7.0,12.0,58.3,0.0,0.0,0.0,5.0,9.0,55.6,3.0,9.0,12.0,4.0,0.0,1.0,1.0,4.0,19.0,-7.0,11/06/2022,Cleveland Cavaliers,41.5
Lonnie Walker IV,19:26,3.0,7.0,42.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,-10.0,11/06/2022,Cleveland Cavaliers,8.75
Kendrick Nunn,18:22,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,-3.0,11/06/2022,Cleveland Cavaliers,8.25
Russell Westbrook,31:49,6.0,13.0,46.2,3.0,5.0,60.0,4.0,5.0,80.0,1.0,2.0,3.0,10.0,2.0,1.0,7.0,3.0,19.0,-8.0,11/06/2022,Cleveland Cavaliers,41.75
Austin Reaves,25:25,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,3.0,1.0,-12.0,11/06/2022,Cleveland Cavaliers,7.0
Juan Toscano-Anderson,11:42,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,-3.0,11/06/2022,Cleveland Cavaliers,4.25
Matt Ryan,17:02,2.0,6.0,33.3,2.0,3.0,66.7,2.0,3.0,66.7,0.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,8.0,-7.0,11/06/2022,Cleveland Cavaliers,16.0
Wenyen Gabriel,15:15,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,4.0,-7.0,11/06/2022,Cleveland Cavaliers,10.5
Max Christie,4:50,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,11/06/2022,Cleveland Cavaliers,2.0
