,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Lonnie Walker IV,32:25,7.0,13.0,53.8,1.0,5.0,20.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,15.0,5.0,10/23/2022,Portland Trail Blazers,25.0
LeBron James,37:43,12.0,22.0,54.5,2.0,9.0,22.2,5.0,7.0,71.4,1.0,7.0,8.0,8.0,2.0,2.0,4.0,3.0,31.0,2.0,10/23/2022,Portland Trail Blazers,60.0
Anthony Davis,36:15,9.0,17.0,52.9,0.0,3.0,0.0,4.0,4.0,100.0,5.0,5.0,10.0,3.0,2.0,6.0,1.0,5.0,22.0,3.0,10/23/2022,Portland Trail Blazers,54.5
Patrick Beverley,29:31,1.0,3.0,33.3,1.0,3.0,33.3,4.0,4.0,100.0,1.0,3.0,4.0,5.0,1.0,0.0,2.0,3.0,7.0,7.0,10/23/2022,Portland Trail Blazers,21.0
Russell Westbrook,27:31,4.0,15.0,26.7,0.0,3.0,0.0,2.0,3.0,66.7,0.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,10.0,-4.0,10/23/2022,Portland Trail Blazers,26.5
Austin Reaves,18:58,2.0,5.0,40.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,-6.0,10/23/2022,Portland Trail Blazers,10.5
Troy Brown Jr.,22:09,2.0,7.0,28.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,10/23/2022,Portland Trail Blazers,12.5
Juan Toscano-Anderson,19:39,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,-5.0,10/23/2022,Portland Trail Blazers,8.5
Kendrick Nunn,9:42,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,-7.0,10/23/2022,Portland Trail Blazers,0.5
Damian Jones,6:08,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,-5.0,10/23/2022,Portland Trail Blazers,6.5
