,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Austin Reaves,28:03,2.0,3.0,66.7,0.0,1.0,0.0,2.0,2.0,100.0,2.0,5.0,7.0,9.0,3.0,2.0,3.0,1.0,6.0,-4.0,10/05/2022,Phoenix Suns,36.75
LeBron James,17:26,8.0,11.0,72.7,3.0,6.0,50.0,4.0,5.0,80.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,2.0,23.0,3.0,10/05/2022,Phoenix Suns,36.25
Wenyen Gabriel,20:02,1.0,4.0,25.0,0.0,1.0,0.0,4.0,6.0,66.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,6.0,-5.0,10/05/2022,Phoenix Suns,6.25
Patrick Beverley,19:57,2.0,5.0,40.0,2.0,5.0,40.0,2.0,3.0,66.7,1.0,3.0,4.0,2.0,0.0,1.0,0.0,3.0,8.0,-2.0,10/05/2022,Phoenix Suns,19.0
Russell Westbrook,20:54,4.0,12.0,33.3,2.0,4.0,50.0,2.0,5.0,40.0,0.0,6.0,6.0,3.0,0.0,0.0,4.0,2.0,12.0,5.0,10/05/2022,Phoenix Suns,23.0
Kendrick Nunn,18:52,8.0,13.0,61.5,4.0,7.0,57.1,1.0,1.0,100.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,21.0,0.0,10/05/2022,Phoenix Suns,29.25
Cole Swider,22:45,1.0,7.0,14.3,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,10/05/2022,Phoenix Suns,15.75
Juan Toscano-Anderson,15:50,2.0,5.0,40.0,1.0,3.0,33.3,3.0,4.0,75.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,3.0,8.0,-7.0,10/05/2022,Phoenix Suns,15.5
Damian Jones,13:57,2.0,5.0,40.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,5.0,4.0,10/05/2022,Phoenix Suns,9.0
Max Christie,18:00,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,-12.0,10/05/2022,Phoenix Suns,8.0
Dwayne Bacon,13:53,3.0,5.0,60.0,0.0,1.0,0.0,5.0,7.0,71.4,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,10/05/2022,Phoenix Suns,15.0
Scotty Pippen Jr.,12:00,1.0,3.0,33.3,0.0,0.0,0.0,4.0,5.0,80.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,6.0,-8.0,10/05/2022,Phoenix Suns,10.25
Thomas Bryant,6:44,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,-3.0,10/05/2022,Phoenix Suns,7.75
Matt Ryan,7:07,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,10/05/2022,Phoenix Suns,4.75
Jay Huff,4:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,10/05/2022,Phoenix Suns,4.75
