,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
DeMar DeRozan,30:25,5.0,10.0,50.0,0.0,3.0,0.0,6.0,7.0,85.7,0.0,4.0,4.0,3.0,0.0,0.0,1.0,4.0,16.0,-24.0,01/02/2024,Philadelphia 76ers,25.0,DEN @ GSW
Patrick Williams,10:42,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,-20.0,01/02/2024,Philadelphia 76ers,4.25,DEN @ GSW
Andre Drummond,28:24,5.0,13.0,38.5,0.0,1.0,0.0,1.0,4.0,25.0,10.0,7.0,17.0,0.0,1.0,1.0,2.0,2.0,11.0,-31.0,01/02/2024,Philadelphia 76ers,35.25,DEN @ GSW
Alex Caruso,21:27,3.0,10.0,30.0,1.0,6.0,16.7,1.0,2.0,50.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,8.0,-12.0,01/02/2024,Philadelphia 76ers,15.0,DEN @ GSW
Coby White,28:29,5.0,15.0,33.3,0.0,5.0,0.0,4.0,5.0,80.0,0.0,4.0,4.0,3.0,2.0,0.0,1.0,4.0,14.0,-26.0,01/02/2024,Philadelphia 76ers,27.0,DEN @ GSW
Ayo Dosunmu,31:32,7.0,14.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,2.0,15.0,-19.0,01/02/2024,Philadelphia 76ers,19.75,DEN @ GSW
Terry Taylor,19:36,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,0.0,18.0,01/02/2024,Philadelphia 76ers,9.75,DEN @ GSW
Jevon Carter,22:50,3.0,11.0,27.3,3.0,8.0,37.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,9.0,8.0,01/02/2024,Philadelphia 76ers,21.25,DEN @ GSW
Dalen Terry,20:47,2.0,7.0,28.6,0.0,3.0,0.0,2.0,2.0,100.0,1.0,7.0,8.0,7.0,0.0,1.0,3.0,4.0,6.0,14.0,01/02/2024,Philadelphia 76ers,27.0,DEN @ GSW
Julian Phillips,16:52,3.0,5.0,60.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,7.0,10.0,01/02/2024,Philadelphia 76ers,13.5,DEN @ GSW
Adama Sanogo,8:57,3.0,3.0,100.0,0.0,0.0,0.0,2.0,3.0,66.7,2.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,8.0,17.0,01/02/2024,Philadelphia 76ers,15.0,DEN @ GSW
