,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
Antonio Senzatela, 6.2,8,3,3,1,5,0,4.90,26,91,63,36,12,15,10,10,8,0,50,,,0.237, 1.25, 0.02%, 0.19, 1.8,83° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
"Lucas Gilbreath, BS (2)", 0 ,2,2,2,1,0,0,3.71,3,16,8,6,0,2,1,1,1,0,,1,1,-0.262, 2.62,-0.02%, 0.41, -1.6,83° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
Carlos Estevez, 0.1,1,0,0,0,0,0,4.81,2,3,3,2,1,0,1,1,1,0,,3,2,-0.230, 3.02,-0.02%, 0.47, -1.2,83° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
Alex Colome, 1 ,0,0,0,0,0,0,3.29,3,10,6,4,0,2,2,1,0,0,,0,0,0.061, 0.77, 0.01%, 0.12, 0.6,83° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
"Robert Stephenson, W (2-1)", 1 ,0,0,0,0,2,0,5.03,3,12,8,4,2,2,1,0,0,0,,0,0,0.046, 0.59, 0.00%, 0.09, 0.6,83° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
