,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/19/2006,LAL,PHI @ CHA,L,240,95,40,84,47.6,4,10,40.0,11,16,68.8,9,30,39,23,3,0,15,19,-20
04/17/2006,PHX,PHI @ CHA,L,240,78,30,89,33.7,3,13,23.1,15,17,88.2,13,31,44,12,7,1,11,13,-37
04/16/2006,SAC,IND @ TOR,L,240,79,32,73,43.8,2,5,40.0,13,21,61.9,5,29,34,17,5,7,14,19,-17
04/14/2006,UTA,LAC @ SEA,L,240,104,39,83,47.0,3,10,30.0,23,26,88.5,12,27,39,13,5,4,8,23,-1
04/12/2006,SEA,LAC @ SEA,W,240,104,38,82,46.3,2,4,50.0,26,33,78.8,19,25,44,18,9,0,17,18,5
04/10/2006,CLE,DEN @ POR,L,240,101,33,79,41.8,3,13,23.1,32,39,82.1,19,30,49,13,4,3,7,17,-2
04/08/2006,DAL,DEN @ POR,L,240,77,32,72,44.4,1,4,25.0,12,16,75.0,9,21,30,12,3,4,18,19,-24
04/07/2006,TOR,DEN @ POR,W,240,95,39,79,49.4,6,13,46.2,11,18,61.1,8,35,43,22,4,6,14,16,6
04/05/2006,GSW,DET @ ORL,W,265,114,44,95,46.3,5,13,38.5,21,28,75.0,13,32,45,26,12,4,7,23,5
04/04/2006,DET,PHI @ CLE,L,240,93,39,82,47.6,2,6,33.3,13,15,86.7,12,17,29,21,12,3,10,23,-8
04/02/2006,TOR,PHI @ CLE,W,290,120,45,99,45.5,4,14,28.6,26,31,83.9,14,44,58,30,7,7,17,19,7
03/31/2006,MEM,MIA @ CLE,W,240,107,38,64,59.4,4,8,50.0,27,31,87.1,11,22,33,18,4,3,14,26,5
03/29/2006,GSW,MIA @ CLE,W,240,86,34,85,40.0,4,13,30.8,14,18,77.8,17,30,47,18,8,4,11,23,1
03/27/2006,UTA,ORL @ MIN,L,240,80,30,73,41.1,5,15,33.3,15,26,57.7,6,17,23,17,8,3,12,31,-24
03/26/2006,LAL,ORL @ MIN,L,240,94,38,85,44.7,4,11,36.4,14,20,70.0,11,34,45,19,5,3,13,31,-11
03/24/2006,CHI,WAS @ LAC,L,240,82,26,74,35.1,2,7,28.6,28,36,77.8,12,30,42,16,12,1,14,25,-14
03/23/2006,HOU,WAS @ LAC,L,240,92,35,97,36.1,5,21,23.8,17,19,89.5,21,30,51,20,12,4,10,19,-1
