,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Luguentz Dort,32:34,3.0,12.0,25.0,1.0,6.0,16.7,3.0,4.0,75.0,3.0,3.0,6.0,2.0,1.0,0.0,1.0,3.0,10.0,1.0,10/19/2022,Minnesota Timberwolves,22.5
Kenrich Williams,22:00,2.0,7.0,28.6,1.0,3.0,33.3,0.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,3.0,5.0,-13.0,10/19/2022,Minnesota Timberwolves,14.5
Aleksej Pokusevski,24:48,3.0,10.0,30.0,2.0,5.0,40.0,3.0,4.0,75.0,3.0,4.0,7.0,3.0,0.0,1.0,2.0,1.0,11.0,5.0,10/19/2022,Minnesota Timberwolves,26.25
Josh Giddey,33:51,6.0,14.0,42.9,2.0,7.0,28.6,0.0,0.0,0.0,1.0,10.0,11.0,4.0,0.0,2.0,4.0,4.0,14.0,3.0,10/19/2022,Minnesota Timberwolves,36.75
Shai Gilgeous-Alexander,36:47,12.0,23.0,52.2,2.0,6.0,33.3,6.0,6.0,100.0,2.0,4.0,6.0,5.0,3.0,2.0,2.0,1.0,32.0,-1.0,10/19/2022,Minnesota Timberwolves,57.0
Tre Mann,23:30,4.0,11.0,36.4,2.0,6.0,33.3,2.0,2.0,100.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,12.0,-5.0,10/19/2022,Minnesota Timberwolves,20.5
Jeremiah Robinson-Earl,12:24,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,5.0,6.0,-9.0,10/19/2022,Minnesota Timberwolves,15.25
Jalen Williams,5:54,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,-6.0,10/19/2022,Minnesota Timberwolves,6.0
Darius Bazley,16:52,2.0,5.0,40.0,1.0,1.0,100.0,2.0,4.0,50.0,1.0,5.0,6.0,3.0,0.0,1.0,0.0,0.0,7.0,-5.0,10/19/2022,Minnesota Timberwolves,21.5
Ousmane Dieng,9:05,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,10/19/2022,Minnesota Timberwolves,1.25
Mike Muscala,7:31,1.0,4.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,-2.0,10/19/2022,Minnesota Timberwolves,6.75
Eugene Omoruyi,14:33,1.0,5.0,20.0,0.0,2.0,0.0,2.0,2.0,100.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,5.0,4.0,13.0,10/19/2022,Minnesota Timberwolves,8.5
Isaiah Joe,0:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,10/19/2022,Minnesota Timberwolves,0.0
