,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Aaron Wiggins,17:22,3.0,8.0,37.5,2.0,4.0,50.0,4.0,4.0,100.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,12.0,10.0,10/06/2022,Adelaide 36ers,21.75
Darius Bazley,23:27,4.0,10.0,40.0,1.0,4.0,25.0,3.0,4.0,75.0,0.0,6.0,6.0,3.0,0.0,3.0,1.0,1.0,12.0,14.0,10/06/2022,Adelaide 36ers,30.0
Jeremiah Robinson-Earl,21:28,3.0,7.0,42.9,1.0,4.0,25.0,2.0,2.0,100.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,9.0,21.0,10/06/2022,Adelaide 36ers,13.5
Tre Mann,23:30,9.0,11.0,81.8,8.0,10.0,80.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,26.0,18.0,10/06/2022,Adelaide 36ers,35.0
Josh Giddey,20:47,3.0,5.0,60.0,0.0,1.0,0.0,4.0,4.0,100.0,1.0,4.0,5.0,6.0,0.0,2.0,3.0,2.0,10.0,14.0,10/06/2022,Adelaide 36ers,27.75
Aleksej Pokusevski,20:52,2.0,7.0,28.6,1.0,3.0,33.3,3.0,4.0,75.0,2.0,4.0,6.0,4.0,0.0,2.0,4.0,4.0,8.0,18.0,10/06/2022,Adelaide 36ers,24.0
Lindy Waters III,25:52,7.0,12.0,58.3,6.0,9.0,66.7,3.0,3.0,100.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,3.0,23.0,18.0,10/06/2022,Adelaide 36ers,38.25
Eugene Omoruyi,28:01,8.0,13.0,61.5,1.0,4.0,25.0,2.0,2.0,100.0,1.0,3.0,4.0,2.0,0.0,0.0,3.0,2.0,19.0,23.0,10/06/2022,Adelaide 36ers,26.0
Jaylin Williams,26:25,1.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,11.0,12.0,6.0,1.0,1.0,2.0,3.0,4.0,27.0,10/06/2022,Adelaide 36ers,31.0
David Nwaba,20:16,1.0,2.0,50.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,10/06/2022,Adelaide 36ers,13.75
Robert Woodard II,12:00,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-5.0,10/06/2022,Adelaide 36ers,4.5
