,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Aaron Wiggins,27:40,2.0,5.0,40.0,0.0,1.0,0.0,1.0,2.0,50.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,5.0,18.0,10/29/2022,Dallas Mavericks,17.25
Luguentz Dort,40:17,6.0,12.0,50.0,1.0,4.0,25.0,3.0,6.0,50.0,1.0,5.0,6.0,2.0,2.0,0.0,1.0,5.0,16.0,23.0,10/29/2022,Dallas Mavericks,30.5
Aleksej Pokusevski,24:14,2.0,6.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,2.0,2.0,4.0,4.0,-21.0,10/29/2022,Dallas Mavericks,16.5
Tre Mann,26:11,2.0,9.0,22.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,4.0,4.0,-14.0,10/29/2022,Dallas Mavericks,14.25
Shai Gilgeous-Alexander,41:20,15.0,27.0,55.6,0.0,2.0,0.0,8.0,8.0,100.0,2.0,4.0,6.0,9.0,2.0,1.0,3.0,2.0,38.0,20.0,10/29/2022,Dallas Mavericks,63.5
Jalen Williams,26:49,5.0,8.0,62.5,0.0,2.0,0.0,3.0,3.0,100.0,0.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,13.0,-9.0,10/29/2022,Dallas Mavericks,29.75
Darius Bazley,26:04,7.0,11.0,63.6,0.0,2.0,0.0,1.0,2.0,50.0,1.0,7.0,8.0,0.0,0.0,1.0,1.0,3.0,15.0,19.0,10/29/2022,Dallas Mavericks,26.5
Kenrich Williams,17:33,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,2.0,2.0,3.0,-25.0,10/29/2022,Dallas Mavericks,12.0
Mike Muscala,11:34,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,10.0,10/29/2022,Dallas Mavericks,3.5
Eugene Omoruyi,9:14,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,50.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,-8.0,10/29/2022,Dallas Mavericks,4.0
Jeremiah Robinson-Earl,5:01,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,10/29/2022,Dallas Mavericks,0.0
Isaiah Joe,9:03,4.0,4.0,100.0,3.0,3.0,100.0,4.0,4.0,100.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,15.0,24.0,10/29/2022,Dallas Mavericks,20.5
