,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Franz Wagner,29:19,6.0,11.0,54.5,1.0,3.0,33.3,2.0,2.0,100.0,1.0,5.0,6.0,1.0,1.0,0.0,4.0,1.0,15.0,0.0,01/05/2022,Philadelphia 76ers,24.5
Wendell Carter Jr.,23:29,3.0,4.0,75.0,0.0,1.0,0.0,6.0,10.0,60.0,4.0,6.0,10.0,3.0,0.0,0.0,3.0,6.0,12.0,-2.0,01/05/2022,Philadelphia 76ers,27.5
Mo Bamba,28:07,8.0,12.0,66.7,2.0,5.0,40.0,1.0,1.0,100.0,3.0,5.0,8.0,1.0,2.0,2.0,2.0,5.0,19.0,-1.0,01/05/2022,Philadelphia 76ers,38.5
Gary Harris,35:04,4.0,11.0,36.4,2.0,7.0,28.6,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,5.0,10.0,-8.0,01/05/2022,Philadelphia 76ers,13.5
Cole Anthony,25:43,9.0,21.0,42.9,3.0,8.0,37.5,5.0,7.0,71.4,0.0,5.0,5.0,7.0,1.0,0.0,1.0,2.0,26.0,1.0,01/05/2022,Philadelphia 76ers,45.75
Chuma Okeke,20:44,2.0,6.0,33.3,2.0,5.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,-14.0,01/05/2022,Philadelphia 76ers,13.25
R.J. Hampton,18:03,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,-7.0,01/05/2022,Philadelphia 76ers,4.75
Freddie Gillespie,15:38,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,2.0,1.0,1.0,4.0,0.0,-1.0,01/05/2022,Philadelphia 76ers,13.0
Terrence Ross,26:43,8.0,16.0,50.0,2.0,6.0,33.3,0.0,0.0,0.0,1.0,7.0,8.0,2.0,0.0,0.0,2.0,3.0,18.0,-12.0,01/05/2022,Philadelphia 76ers,31.0
Tim Frazier,17:10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,-6.0,01/05/2022,Philadelphia 76ers,6.5
