,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Franz Wagner,31:44,7.0,18.0,38.9,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,3.0,1.0,14.0,-12.0,01/17/2022,Portland Trail Blazers,23.75
Chuma Okeke,29:06,2.0,7.0,28.6,1.0,3.0,33.3,0.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,0.0,1.0,5.0,-14.0,01/17/2022,Portland Trail Blazers,19.5
Robin Lopez,22:32,3.0,6.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,4.0,8.0,-11.0,01/17/2022,Portland Trail Blazers,14.5
Gary Harris,29:06,4.0,11.0,36.4,1.0,5.0,20.0,1.0,2.0,50.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,10.0,-18.0,01/17/2022,Portland Trail Blazers,15.25
Cole Anthony,27:53,3.0,13.0,23.1,1.0,7.0,14.3,2.0,3.0,66.7,2.0,7.0,9.0,6.0,1.0,0.0,3.0,2.0,9.0,-20.0,01/17/2022,Portland Trail Blazers,30.25
Mo Bamba,20:17,2.0,5.0,40.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,4.0,2.0,1.0,5.0,-16.0,01/17/2022,Portland Trail Blazers,25.25
Terrence Ross,20:49,1.0,4.0,25.0,1.0,2.0,50.0,1.0,2.0,50.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,01/17/2022,Portland Trail Blazers,11.25
Jalen Suggs,21:10,5.0,10.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,3.0,1.0,0.0,3.0,3.0,10.0,3.0,01/17/2022,Portland Trail Blazers,22.5
R.J. Hampton,18:12,2.0,6.0,33.3,1.0,1.0,100.0,4.0,6.0,66.7,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,8.0,01/17/2022,Portland Trail Blazers,16.75
Moritz Wagner,14:49,5.0,9.0,55.6,2.0,4.0,50.0,2.0,2.0,100.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,1.0,14.0,12.0,01/17/2022,Portland Trail Blazers,27.0
Ignas Brazdeikis,2:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,01/17/2022,Portland Trail Blazers,2.75
Admiral Schofield,2:11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,01/17/2022,Portland Trail Blazers,1.25
