,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Franz Wagner,29:25,6.0,14.0,42.9,0.0,3.0,0.0,3.0,4.0,75.0,0.0,5.0,5.0,4.0,0.0,1.0,2.0,1.0,15.0,-4.0,11/26/2021,Chicago Bulls,28.25
Wendell Carter Jr.,29:53,8.0,15.0,53.3,2.0,6.0,33.3,8.0,10.0,80.0,2.0,8.0,10.0,2.0,0.0,2.0,0.0,1.0,26.0,-2.0,11/26/2021,Chicago Bulls,46.5
Mo Bamba,23:25,2.0,6.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,1.0,2.0,1.0,4.0,-23.0,11/26/2021,Chicago Bulls,15.5
Gary Harris,27:33,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,-3.0,11/26/2021,Chicago Bulls,12.5
Jalen Suggs,26:06,5.0,10.0,50.0,2.0,4.0,50.0,2.0,4.0,50.0,0.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,14.0,-14.0,11/26/2021,Chicago Bulls,27.25
Terrence Ross,20:03,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,-31.0,11/26/2021,Chicago Bulls,7.0
Chuma Okeke,25:12,2.0,7.0,28.6,1.0,4.0,25.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,3.0,5.0,-33.0,11/26/2021,Chicago Bulls,15.25
R.J. Hampton,20:27,1.0,4.0,25.0,1.0,2.0,50.0,3.0,7.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,-32.0,11/26/2021,Chicago Bulls,5.5
Moritz Wagner,17:30,2.0,8.0,25.0,0.0,5.0,0.0,5.0,5.0,100.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,9.0,-12.0,11/26/2021,Chicago Bulls,16.5
Mychal Mulder,12:00,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-14.0,11/26/2021,Chicago Bulls,3.5
Ignas Brazdeikis,8:26,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-7.0,11/26/2021,Chicago Bulls,3.25
