,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Franz Wagner,33:19,5.0,14.0,35.7,1.0,3.0,33.3,0.0,0.0,0.0,2.0,5.0,7.0,5.0,0.0,1.0,2.0,4.0,11.0,0.0,03/04/2022,Toronto Raptors,28.75
Chuma Okeke,30:06,4.0,10.0,40.0,2.0,5.0,40.0,0.0,0.0,0.0,4.0,7.0,11.0,2.0,1.0,0.0,1.0,1.0,10.0,1.0,03/04/2022,Toronto Raptors,29.25
Mo Bamba,24:49,5.0,9.0,55.6,1.0,3.0,33.3,3.0,3.0,100.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,5.0,14.0,-1.0,03/04/2022,Toronto Raptors,23.75
Cole Anthony,36:50,5.0,14.0,35.7,1.0,6.0,16.7,4.0,5.0,80.0,0.0,12.0,12.0,5.0,0.0,0.0,2.0,1.0,15.0,-2.0,03/04/2022,Toronto Raptors,37.0
Jalen Suggs,29:36,4.0,16.0,25.0,1.0,5.0,20.0,6.0,6.0,100.0,0.0,6.0,6.0,7.0,1.0,1.0,2.0,3.0,15.0,13.0,03/04/2022,Toronto Raptors,36.5
Gary Harris,26:50,3.0,9.0,33.3,3.0,7.0,42.9,2.0,2.0,100.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,11.0,8.0,03/04/2022,Toronto Raptors,19.0
Robin Lopez,20:29,1.0,3.0,33.3,0.0,0.0,0.0,2.0,2.0,100.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,03/04/2022,Toronto Raptors,11.5
R.J. Hampton,24:55,4.0,11.0,36.4,2.0,6.0,33.3,1.0,1.0,100.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,11.0,5.0,03/04/2022,Toronto Raptors,18.0
Admiral Schofield,8:31,2.0,6.0,33.3,0.0,2.0,0.0,2.0,2.0,100.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,03/04/2022,Toronto Raptors,14.25
Ignas Brazdeikis,4:35,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,-1.0,03/04/2022,Toronto Raptors,9.25
