,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/10/2022,SAS,CHI @ MIN,W,240,130,46,85,54.1,20,36,55.6,18,23,78.3,10,33,43,34,5,3,16,16,10
04/08/2022,POR,CHI @ MIN,W,240,128,42,79,53.2,20,45,44.4,24,31,77.4,9,42,51,25,9,5,15,19,50
04/06/2022,DET,NYK @ WAS,W,240,131,45,80,56.3,15,33,45.5,26,34,76.5,8,33,41,28,8,1,10,24,18
04/03/2022,MIL,PHI @ IND,W,240,118,39,76,51.3,16,38,42.1,24,27,88.9,2,36,38,28,7,3,14,20,6
04/01/2022,WAS,IND @ BOS,L,240,103,34,78,43.6,11,38,28.9,24,26,92.3,5,31,36,14,3,3,13,16,-32
03/30/2022,CLE,IND @ BOS,W,240,120,46,88,52.3,16,42,38.1,12,15,80.0,9,29,38,28,6,6,12,17,8
03/29/2022,LAL,IND @ BOS,W,240,128,45,87,51.7,20,46,43.5,18,23,78.3,11,35,46,27,5,1,8,14,18
03/27/2022,UTA,LAL @ DAL,W,240,114,40,77,51.9,17,34,50.0,17,24,70.8,10,35,45,21,3,2,10,13,14
03/25/2022,MIN,NYK @ MIA,L,240,95,35,90,38.9,10,43,23.3,15,19,78.9,10,35,45,21,4,5,11,19,-21
03/23/2022,HOU,NYK @ MIA,W,240,110,42,86,48.8,8,33,24.2,18,22,81.8,8,34,42,24,9,1,13,24,19
03/21/2022,MIN,LAC @ DEN,W,240,110,40,83,48.2,14,46,30.4,16,21,76.2,7,40,47,27,5,3,12,21,2
03/19/2022,CHA,LAC @ DEN,L,240,108,39,89,43.8,14,38,36.8,16,20,80.0,12,32,44,18,4,4,15,26,-21
03/18/2022,PHI,LAL @ TOR,L,240,101,37,80,46.3,12,32,37.5,15,21,71.4,11,29,40,21,4,3,12,17,-10
03/16/2022,BKN,LAL @ TOR,W,240,113,41,83,49.4,12,34,35.3,19,19,100,9,28,37,21,5,2,11,17,2
03/13/2022,BOS,BKN @ ORL,W,240,95,33,74,44.6,15,37,40.5,14,19,73.7,4,38,42,20,7,5,18,16,3
03/11/2022,HOU,MIN @ MIA,W,240,113,40,88,45.5,11,36,30.6,22,28,78.6,12,35,47,20,6,8,14,21,13
03/09/2022,NYK,MIN @ MIA,L,240,77,27,86,31.4,6,44,13.6,17,25,68.0,12,25,37,11,3,4,8,24,-30
03/07/2022,UTA,NYK @ DAL,W,240,111,39,88,44.3,17,46,37.0,16,20,80.0,9,34,43,19,9,5,9,21,8
