,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Caris LeVert,46:09,4.0,12.0,33.3,3.0,7.0,42.9,4.0,6.0,66.7,2.0,6.0,8.0,4.0,0.0,0.0,1.0,4.0,15.0,1.0,11/02/2022,Boston Celtics,32.0
Evan Mobley,32:00,7.0,8.0,87.5,0.0,1.0,0.0,1.0,2.0,50.0,2.0,5.0,7.0,2.0,0.0,0.0,3.0,3.0,15.0,15.0,11/02/2022,Boston Celtics,25.25
Jarrett Allen,36:23,6.0,11.0,54.5,0.0,0.0,0.0,2.0,2.0,100.0,3.0,11.0,14.0,0.0,0.0,2.0,3.0,2.0,14.0,-17.0,11/02/2022,Boston Celtics,34.0
Donovan Mitchell,43:56,11.0,27.0,40.7,3.0,9.0,33.3,0.0,0.0,0.0,0.0,4.0,4.0,6.0,1.0,2.0,0.0,3.0,25.0,-3.0,11/02/2022,Boston Celtics,46.5
Darius Garland,42:21,9.0,20.0,45.0,5.0,11.0,45.5,6.0,7.0,85.7,0.0,5.0,5.0,12.0,3.0,0.0,1.0,3.0,29.0,10.0,11/02/2022,Boston Celtics,61.25
Dean Wade,24:18,2.0,7.0,28.6,0.0,3.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,0.0,2.0,0.0,1.0,4.0,6.0,2.0,11/02/2022,Boston Celtics,14.5
Kevin Love,14:35,2.0,10.0,20.0,0.0,5.0,0.0,4.0,5.0,80.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,8.0,-4.0,11/02/2022,Boston Celtics,13.75
Cedi Osman,12:37,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11/02/2022,Boston Celtics,5.0
Robin Lopez,4:48,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11/02/2022,Boston Celtics,2.0
Isaac Okoro,7:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-6.0,11/02/2022,Boston Celtics,-0.5
