,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Isaac Okoro,32:49,7.0,9.0,77.8,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,6.0,16.0,0.0,10/12/2022,Atlanta Hawks,28.5
Lamar Stevens,15:46,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,0.0,2.0,5.0,0.0,-2.0,10/12/2022,Atlanta Hawks,9.5
Jarrett Allen,26:08,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,5.0,1.0,2.0,8.0,9.0,10/12/2022,Atlanta Hawks,24.5
Donovan Mitchell,34:05,8.0,26.0,30.8,4.0,10.0,40.0,4.0,4.0,100.0,4.0,4.0,8.0,3.0,0.0,0.0,1.0,4.0,24.0,-10.0,10/12/2022,Atlanta Hawks,40.0
Darius Garland,31:15,8.0,21.0,38.1,4.0,10.0,40.0,3.0,4.0,75.0,1.0,4.0,5.0,12.0,3.0,1.0,3.0,1.0,23.0,24.0,10/12/2022,Atlanta Hawks,55.75
Mamadi Diakite,29:19,5.0,7.0,71.4,2.0,4.0,50.0,1.0,1.0,100.0,0.0,11.0,11.0,1.0,2.0,1.0,0.0,6.0,13.0,17.0,10/12/2022,Atlanta Hawks,35.25
Robin Lopez,19:25,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,6.0,10/12/2022,Atlanta Hawks,13.0
Cedi Osman,27:44,6.0,12.0,50.0,4.0,9.0,44.4,0.0,0.0,0.0,1.0,6.0,7.0,2.0,0.0,1.0,0.0,3.0,16.0,28.0,10/12/2022,Atlanta Hawks,31.75
Raul Neto,16:37,1.0,7.0,14.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,-16.0,10/12/2022,Atlanta Hawks,8.5
Isaiah Mobley,2:05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,10/12/2022,Atlanta Hawks,1.25
Nate Hinton,1:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,10/12/2022,Atlanta Hawks,1.25
RJ Nembhard Jr.,1:39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,10/12/2022,Atlanta Hawks,0.0
Sharife Cooper,1:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-5.0,10/12/2022,Atlanta Hawks,-0.5
