,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Caris LeVert,38:21,9.0,18.0,50.0,1.0,3.0,33.3,2.0,2.0,100.0,4.0,6.0,10.0,6.0,2.0,0.0,5.0,3.0,21.0,-10.0,11/09/2022,Sacramento Kings,44.5
Evan Mobley,35:45,7.0,10.0,70.0,0.0,0.0,0.0,2.0,3.0,66.7,1.0,5.0,6.0,0.0,1.0,0.0,2.0,3.0,16.0,-1.0,11/09/2022,Sacramento Kings,24.5
Jarrett Allen,32:50,7.0,11.0,63.6,0.0,0.0,0.0,6.0,7.0,85.7,2.0,5.0,7.0,1.0,0.0,1.0,1.0,4.0,20.0,-13.0,11/09/2022,Sacramento Kings,31.75
Donovan Mitchell,38:59,16.0,28.0,57.1,6.0,14.0,42.9,0.0,0.0,0.0,3.0,2.0,5.0,4.0,1.0,0.0,3.0,3.0,38.0,-8.0,11/09/2022,Sacramento Kings,53.75
Darius Garland,33:34,1.0,9.0,11.1,1.0,4.0,25.0,3.0,4.0,75.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,3.0,6.0,-6.0,11/09/2022,Sacramento Kings,16.5
Cedi Osman,15:14,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,7.0,1.0,11/09/2022,Sacramento Kings,13.75
Robin Lopez,3:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0,11/09/2022,Sacramento Kings,2.75
Kevin Love,21:09,2.0,5.0,40.0,1.0,3.0,33.3,4.0,4.0,100.0,1.0,7.0,8.0,2.0,0.0,0.0,2.0,2.0,9.0,2.0,11/09/2022,Sacramento Kings,21.5
Isaac Okoro,6:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,11/09/2022,Sacramento Kings,0.0
Dean Wade,14:24,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,11/09/2022,Sacramento Kings,6.0
