,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Garrison Mathews,20:07,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,-14.0,03/07/2022,Miami Heat,5.5
Jae'Sean Tate,25:25,3.0,8.0,37.5,0.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,3.0,1.0,1.0,2.0,4.0,6.0,-7.0,03/07/2022,Miami Heat,21.0
Alperen Sengun,30:03,5.0,11.0,45.5,0.0,1.0,0.0,3.0,6.0,50.0,3.0,5.0,8.0,3.0,0.0,1.0,2.0,4.0,13.0,-15.0,03/07/2022,Miami Heat,28.5
Kevin Porter Jr.,29:07,7.0,15.0,46.7,5.0,11.0,45.5,3.0,4.0,75.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,22.0,-18.0,03/07/2022,Miami Heat,32.25
Jalen Green,30:49,8.0,16.0,50.0,4.0,10.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,20.0,-18.0,03/07/2022,Miami Heat,27.75
Josh Christopher,28:30,6.0,11.0,54.5,3.0,6.0,50.0,1.0,1.0,100.0,0.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,16.0,-2.0,03/07/2022,Miami Heat,31.25
Kenyon Martin Jr.,33:17,5.0,6.0,83.3,0.0,1.0,0.0,4.0,6.0,66.7,0.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,14.0,-16.0,03/07/2022,Miami Heat,28.5
Daishen Nix,22:59,2.0,6.0,33.3,1.0,3.0,33.3,2.0,2.0,100.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,7.0,-1.0,03/07/2022,Miami Heat,16.25
David Nwaba,13:27,2.0,6.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,03/07/2022,Miami Heat,8.75
Trevelin Queen,3:08,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,03/07/2022,Miami Heat,4.75
Bruno Fernando,3:08,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,03/07/2022,Miami Heat,7.25
