,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Garrison Mathews,27:26,2.0,6.0,33.3,2.0,5.0,40.0,4.0,5.0,80.0,1.0,5.0,6.0,1.0,0.0,1.0,2.0,5.0,10.0,-2.0,12/22/2021,Milwaukee Bucks,21.0
Jae'Sean Tate,14:05,2.0,10.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,5.0,4.0,-15.0,12/22/2021,Milwaukee Bucks,9.75
Christian Wood,28:16,6.0,13.0,46.2,0.0,6.0,0.0,8.0,11.0,72.7,3.0,8.0,11.0,0.0,0.0,1.0,2.0,2.0,20.0,-10.0,12/22/2021,Milwaukee Bucks,34.75
Armoni Brooks,25:37,3.0,8.0,37.5,3.0,8.0,37.5,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,9.0,-13.0,12/22/2021,Milwaukee Bucks,15.25
Eric Gordon,24:13,4.0,9.0,44.4,2.0,6.0,33.3,2.0,3.0,66.7,0.0,3.0,3.0,6.0,0.0,1.0,1.0,0.0,12.0,0.0,12/22/2021,Milwaukee Bucks,27.25
Josh Christopher,22:23,3.0,8.0,37.5,1.0,4.0,25.0,2.0,2.0,100.0,2.0,3.0,5.0,4.0,0.0,0.0,2.0,4.0,9.0,-7.0,12/22/2021,Milwaukee Bucks,20.75
Alperen Sengun,23:48,4.0,6.0,66.7,0.0,0.0,0.0,2.0,4.0,50.0,3.0,5.0,8.0,4.0,0.0,0.0,4.0,2.0,10.0,-23.0,12/22/2021,Milwaukee Bucks,24.0
D.J. Augustin,19:20,3.0,5.0,60.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,-19.0,12/22/2021,Milwaukee Bucks,14.5
Kenyon Martin Jr.,30:59,5.0,12.0,41.7,2.0,5.0,40.0,0.0,2.0,0.0,1.0,4.0,5.0,6.0,0.0,1.0,1.0,0.0,12.0,-12.0,12/22/2021,Milwaukee Bucks,29.75
David Nwaba,15:13,3.0,6.0,50.0,0.0,1.0,0.0,3.0,4.0,75.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,9.0,-1.0,12/22/2021,Milwaukee Bucks,19.5
Trevelin Queen,4:20,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12/22/2021,Milwaukee Bucks,2.0
Usman Garuba,4:20,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12/22/2021,Milwaukee Bucks,0.0
