,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jae'Sean Tate,15:15,3.0,12.0,25.0,1.0,8.0,12.5,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,1.0,3.0,7.0,-19.0,10/28/2021,Utah Jazz,14.75
Christian Wood,27:17,6.0,13.0,46.2,2.0,4.0,50.0,2.0,2.0,100.0,3.0,4.0,7.0,1.0,2.0,1.0,2.0,1.0,16.0,-12.0,10/28/2021,Utah Jazz,32.25
Daniel Theis,20:15,2.0,7.0,28.6,0.0,4.0,0.0,3.0,3.0,100.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,-18.0,10/28/2021,Utah Jazz,10.75
Kevin Porter Jr.,18:37,1.0,3.0,33.3,1.0,3.0,33.3,2.0,2.0,100.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,5.0,-14.0,10/28/2021,Utah Jazz,12.5
Jalen Green,29:44,3.0,16.0,18.8,0.0,8.0,0.0,7.0,9.0,77.8,0.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,13.0,-15.0,10/28/2021,Utah Jazz,24.25
Eric Gordon,23:46,2.0,6.0,33.3,1.0,3.0,33.3,3.0,3.0,100.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,8.0,1.0,10/28/2021,Utah Jazz,15.0
Alperen Sengun,23:56,5.0,12.0,41.7,1.0,1.0,100.0,3.0,4.0,75.0,2.0,3.0,5.0,0.0,3.0,0.0,1.0,3.0,14.0,-8.0,10/28/2021,Utah Jazz,26.25
David Nwaba,13:28,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,-8.0,10/28/2021,Utah Jazz,7.25
D.J. Augustin,14:05,2.0,4.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,-17.0,10/28/2021,Utah Jazz,7.75
Kenyon Martin Jr.,16:10,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,-14.0,10/28/2021,Utah Jazz,10.25
Armoni Brooks,15:27,1.0,6.0,16.7,1.0,5.0,20.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,-12.0,10/28/2021,Utah Jazz,6.0
Josh Christopher,12:00,2.0,7.0,28.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,-11.0,10/28/2021,Utah Jazz,7.75
Usman Garuba,10:00,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,1.0,2.0,0.0,-8.0,10/28/2021,Utah Jazz,11.0
