,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Garrison Mathews,18:29,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,-4.0,03/20/2022,Memphis Grizzlies,5.0
Jae'Sean Tate,16:38,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,-6.0,03/20/2022,Memphis Grizzlies,17.0
Christian Wood,21:13,4.0,8.0,50.0,2.0,6.0,33.3,2.0,3.0,66.7,0.0,7.0,7.0,1.0,0.0,0.0,2.0,2.0,12.0,-15.0,03/20/2022,Memphis Grizzlies,22.25
Kevin Porter Jr.,27:10,5.0,18.0,27.8,2.0,7.0,28.6,2.0,4.0,50.0,0.0,5.0,5.0,3.0,1.0,0.0,2.0,0.0,14.0,-25.0,03/20/2022,Memphis Grizzlies,26.75
Jalen Green,26:33,3.0,13.0,23.1,0.0,2.0,0.0,2.0,3.0,66.7,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,-6.0,03/20/2022,Memphis Grizzlies,13.25
Alperen Sengun,22:57,5.0,7.0,71.4,0.0,2.0,0.0,2.0,3.0,66.7,2.0,7.0,9.0,3.0,1.0,0.0,2.0,3.0,12.0,-7.0,03/20/2022,Memphis Grizzlies,28.75
Dennis Schroder,27:15,6.0,13.0,46.2,3.0,6.0,50.0,2.0,2.0,100.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,2.0,17.0,-19.0,03/20/2022,Memphis Grizzlies,29.0
Kenyon Martin Jr.,29:25,6.0,8.0,75.0,3.0,4.0,75.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,2.0,1.0,15.0,-16.0,03/20/2022,Memphis Grizzlies,24.5
Josh Christopher,23:45,1.0,6.0,16.7,0.0,2.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,7.0,0.0,0.0,4.0,1.0,4.0,-15.0,03/20/2022,Memphis Grizzlies,16.25
Daishen Nix,15:01,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0,03/20/2022,Memphis Grizzlies,10.5
Bruno Fernando,5:47,3.0,5.0,60.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,6.0,-4.0,03/20/2022,Memphis Grizzlies,11.75
David Nwaba,5:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,03/20/2022,Memphis Grizzlies,2.75
