,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Aaron Nesmith,26:10,6.0,10.0,60.0,3.0,5.0,60.0,2.0,3.0,66.7,2.0,2.0,4.0,2.0,0.0,1.0,0.0,2.0,17.0,1.0,01/08/2024,Boston Celtics,28.5,PHX @ LAC
Jalen Smith,26:41,3.0,8.0,37.5,1.0,4.0,25.0,4.0,4.0,100.0,2.0,7.0,9.0,1.0,0.0,3.0,2.0,1.0,11.0,5.0,01/08/2024,Boston Celtics,29.25,PHX @ LAC
Myles Turner,34:50,7.0,13.0,53.8,1.0,3.0,33.3,1.0,2.0,50.0,2.0,6.0,8.0,1.0,0.0,0.0,2.0,2.0,16.0,-1.0,01/08/2024,Boston Celtics,27.0,PHX @ LAC
Bruce Brown,20:30,1.0,6.0,16.7,1.0,1.0,100.0,4.0,4.0,100.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,7.0,1.0,01/08/2024,Boston Celtics,15.0,PHX @ LAC
Tyrese Haliburton,13:29,3.0,5.0,60.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,1.0,7.0,-4.0,01/08/2024,Boston Celtics,18.0,PHX @ LAC
Bennedict Mathurin,29:05,8.0,15.0,53.3,5.0,9.0,55.6,5.0,7.0,71.4,0.0,4.0,4.0,3.0,2.0,0.0,2.0,4.0,26.0,-2.0,01/08/2024,Boston Celtics,41.0,PHX @ LAC
Obi Toppin,19:58,4.0,5.0,80.0,3.0,4.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,13.0,3.0,01/08/2024,Boston Celtics,16.0,PHX @ LAC
Buddy Hield,24:47,6.0,11.0,54.5,3.0,7.0,42.9,0.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,15.0,7.0,01/08/2024,Boston Celtics,29.5,PHX @ LAC
T.J. McConnell,24:46,6.0,12.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,2.0,0.0,2.0,1.0,12.0,10.0,01/08/2024,Boston Celtics,30.5,PHX @ LAC
Isaiah Jackson,7:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,-2.0,01/08/2024,Boston Celtics,6.5,PHX @ LAC
Andrew Nembhard,12:23,4.0,6.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,9.0,-8.0,01/08/2024,Boston Celtics,13.0,PHX @ LAC
