,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Aaron Nesmith,21:42,4.0,4.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,0.0,0.0,2.0,9.0,18.0,01/03/2024,Milwaukee Bucks,23.5,OKC @ BKN
Jalen Smith,19:14,5.0,8.0,62.5,1.0,4.0,25.0,2.0,2.0,100.0,2.0,5.0,7.0,3.0,0.0,0.0,1.0,2.0,13.0,23.0,01/03/2024,Milwaukee Bucks,26.25,OKC @ BKN
Myles Turner,30:10,6.0,9.0,66.7,1.0,4.0,25.0,2.0,4.0,50.0,0.0,7.0,7.0,2.0,0.0,2.0,2.0,4.0,15.0,15.0,01/03/2024,Milwaukee Bucks,30.25,OKC @ BKN
Bruce Brown,28:24,5.0,7.0,71.4,0.0,1.0,0.0,5.0,6.0,83.3,0.0,5.0,5.0,2.0,0.0,0.0,4.0,6.0,15.0,4.0,01/03/2024,Milwaukee Bucks,22.25,OKC @ BKN
Tyrese Haliburton,33:51,10.0,20.0,50.0,5.0,11.0,45.5,6.0,6.0,100.0,0.0,2.0,2.0,12.0,1.0,3.0,0.0,1.0,31.0,21.0,01/03/2024,Milwaukee Bucks,62.0,OKC @ BKN
Bennedict Mathurin,25:00,6.0,9.0,66.7,2.0,2.0,100.0,2.0,2.0,100.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,16.0,-3.0,01/03/2024,Milwaukee Bucks,22.25,OKC @ BKN
T.J. McConnell,18:41,2.0,6.0,33.3,0.0,1.0,0.0,2.0,2.0,100.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,1.0,6.0,3.0,01/03/2024,Milwaukee Bucks,17.5,OKC @ BKN
Obi Toppin,26:50,5.0,12.0,41.7,2.0,6.0,33.3,3.0,4.0,75.0,3.0,5.0,8.0,4.0,1.0,0.0,0.0,3.0,15.0,-6.0,01/03/2024,Milwaukee Bucks,34.0,OKC @ BKN
Isaiah Jackson,17:50,4.0,6.0,66.7,0.0,0.0,0.0,1.0,1.0,100.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,3.0,9.0,-3.0,01/03/2024,Milwaukee Bucks,20.0,OKC @ BKN
Buddy Hield,13:08,3.0,8.0,37.5,2.0,4.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,1.0,01/03/2024,Milwaukee Bucks,13.0,OKC @ BKN
Jarace Walker,1:56,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-5.0,01/03/2024,Milwaukee Bucks,3.0,OKC @ BKN
Ben Sheppard,1:56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,01/03/2024,Milwaukee Bucks,0.0,OKC @ BKN
Jordan Nwora,1:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,01/03/2024,Milwaukee Bucks,0.0,OKC @ BKN
