,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Aaron Nesmith,22:15,7.0,11.0,63.6,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,15.0,25.0,01/05/2024,Atlanta Hawks,25.5,PHX @ LAC
Jalen Smith,22:56,5.0,7.0,71.4,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,11.0,4.0,01/05/2024,Atlanta Hawks,17.0,PHX @ LAC
Myles Turner,22:15,10.0,14.0,71.4,2.0,3.0,66.7,5.0,5.0,100.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,27.0,25.0,01/05/2024,Atlanta Hawks,42.25,PHX @ LAC
Bruce Brown,22:15,8.0,9.0,88.9,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,17.0,25.0,01/05/2024,Atlanta Hawks,23.25,PHX @ LAC
Tyrese Haliburton,25:12,4.0,6.0,66.7,2.0,4.0,50.0,0.0,0.0,0.0,1.0,7.0,8.0,18.0,2.0,1.0,2.0,1.0,10.0,24.0,01/05/2024,Atlanta Hawks,53.0,PHX @ LAC
Obi Toppin,22:10,3.0,6.0,50.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,9.0,23.0,01/05/2024,Atlanta Hawks,18.75,PHX @ LAC
Bennedict Mathurin,17:31,6.0,9.0,66.7,2.0,4.0,50.0,4.0,4.0,100.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,2.0,18.0,11.0,01/05/2024,Atlanta Hawks,28.75,PHX @ LAC
T.J. McConnell,22:48,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,10.0,3.0,0.0,1.0,2.0,10.0,10.0,01/05/2024,Atlanta Hawks,34.25,PHX @ LAC
Isaiah Jackson,6:51,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,12.0,01/05/2024,Atlanta Hawks,5.25,PHX @ LAC
Buddy Hield,16:47,4.0,9.0,44.4,3.0,8.0,37.5,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,4.0,11.0,9.0,01/05/2024,Atlanta Hawks,17.25,PHX @ LAC
Jarace Walker,12:00,3.0,6.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,01/05/2024,Atlanta Hawks,11.25,PHX @ LAC
Jordan Nwora,9:48,2.0,3.0,66.7,1.0,2.0,50.0,2.0,2.0,100.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,7.0,4.0,01/05/2024,Atlanta Hawks,11.25,PHX @ LAC
Ben Sheppard,8:58,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,01/05/2024,Atlanta Hawks,8.25,PHX @ LAC
James Johnson,8:14,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,-2.0,01/05/2024,Atlanta Hawks,10.25,PHX @ LAC
