,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Khris Middleton,28:22,7.0,15.0,46.7,3.0,6.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,0.0,1.0,2.0,17.0,12.0,12/19/2023,San Antonio Spurs,29.75,LAC @ DAL
Giannis Antetokounmpo,33:36,4.0,12.0,33.3,0.0,2.0,0.0,3.0,6.0,50.0,2.0,12.0,14.0,16.0,2.0,1.0,3.0,1.0,11.0,13.0,12/19/2023,San Antonio Spurs,57.0,LAC @ DAL
Brook Lopez,31:47,6.0,14.0,42.9,0.0,5.0,0.0,2.0,2.0,100.0,5.0,0.0,5.0,1.0,0.0,6.0,0.0,3.0,14.0,13.0,12/19/2023,San Antonio Spurs,33.75,LAC @ DAL
Malik Beasley,27:30,3.0,7.0,42.9,1.0,5.0,20.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,7.0,14.0,12/19/2023,San Antonio Spurs,17.5,LAC @ DAL
Damian Lillard,34:50,14.0,22.0,63.6,7.0,12.0,58.3,5.0,5.0,100.0,0.0,3.0,3.0,4.0,3.0,0.0,1.0,0.0,40.0,26.0,12/19/2023,San Antonio Spurs,58.75,LAC @ DAL
Bobby Portis,26:19,10.0,16.0,62.5,3.0,6.0,50.0,0.0,0.0,0.0,1.0,9.0,10.0,2.0,2.0,0.0,0.0,3.0,23.0,4.0,12/19/2023,San Antonio Spurs,44.0,LAC @ DAL
Pat Connaughton,18:13,1.0,8.0,12.5,1.0,6.0,16.7,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,5.0,12/19/2023,San Antonio Spurs,12.25,LAC @ DAL
Andre Jackson Jr.,14:49,2.0,4.0,50.0,2.0,3.0,66.7,1.0,2.0,50.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,7.0,-1.0,12/19/2023,San Antonio Spurs,16.25,LAC @ DAL
Cameron Payne,12:31,2.0,6.0,33.3,0.0,2.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,-9.0,12/19/2023,San Antonio Spurs,7.0,LAC @ DAL
MarJon Beauchamp,6:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,12/19/2023,San Antonio Spurs,1.25,LAC @ DAL
AJ Green,2:09,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,12/19/2023,San Antonio Spurs,0.0,LAC @ DAL
Robin Lopez,2:09,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,12/19/2023,San Antonio Spurs,4.75,LAC @ DAL
Thanasis Antetokounmpo,1:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,12/19/2023,San Antonio Spurs,1.5,LAC @ DAL
