,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Khris Middleton,32:55,3.0,9.0,33.3,0.0,5.0,0.0,4.0,6.0,66.7,0.0,3.0,3.0,5.0,1.0,0.0,3.0,5.0,10.0,7.0,01/06/2024,Houston Rockets,21.75,PHX @ LAC
Giannis Antetokounmpo,38:56,16.0,25.0,64.0,1.0,2.0,50.0,15.0,21.0,71.4,3.0,14.0,17.0,2.0,0.0,1.0,2.0,4.0,48.0,-1.0,01/06/2024,Houston Rockets,73.75,PHX @ LAC
Brook Lopez,31:18,3.0,9.0,33.3,1.0,6.0,16.7,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,2.0,7.0,11.0,01/06/2024,Houston Rockets,17.75,PHX @ LAC
Malik Beasley,16:03,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,-10.0,01/06/2024,Houston Rockets,3.75,PHX @ LAC
Damian Lillard,38:29,5.0,16.0,31.3,1.0,8.0,12.5,7.0,10.0,70.0,0.0,2.0,2.0,8.0,2.0,0.0,1.0,1.0,18.0,-11.0,01/06/2024,Houston Rockets,36.5,PHX @ LAC
Bobby Portis,16:52,2.0,5.0,40.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,6.0,6.0,0.0,1.0,1.0,2.0,5.0,6.0,-13.0,01/06/2024,Houston Rockets,17.0,PHX @ LAC
Pat Connaughton,18:59,3.0,5.0,60.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,-13.0,01/06/2024,Houston Rockets,13.25,PHX @ LAC
MarJon Beauchamp,22:60,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,5.0,2.0,01/06/2024,Houston Rockets,16.5,PHX @ LAC
Cameron Payne,8:26,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,01/06/2024,Houston Rockets,2.5,PHX @ LAC
Andre Jackson Jr.,12:02,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,01/06/2024,Houston Rockets,7.5,PHX @ LAC
AJ Green,3:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,01/06/2024,Houston Rockets,0.0,PHX @ LAC
