,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Khris Middleton,15:29,5.0,8.0,62.5,2.0,3.0,66.7,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,1.0,0.0,12.0,7.0,01/04/2024,San Antonio Spurs,25.75,OKC @ BKN
Giannis Antetokounmpo,39:30,19.0,28.0,67.9,2.0,3.0,66.7,4.0,6.0,66.7,3.0,11.0,14.0,7.0,2.0,1.0,1.0,3.0,44.0,11.0,01/04/2024,San Antonio Spurs,78.5,OKC @ BKN
Brook Lopez,33:14,4.0,10.0,40.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,3.0,4.0,4.0,9.0,8.0,01/04/2024,San Antonio Spurs,20.0,OKC @ BKN
Malik Beasley,26:35,4.0,6.0,66.7,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,4.0,01/04/2024,San Antonio Spurs,12.5,OKC @ BKN
Damian Lillard,38:32,10.0,19.0,52.6,1.0,6.0,16.7,4.0,4.0,100.0,1.0,3.0,4.0,10.0,1.0,0.0,0.0,3.0,25.0,11.0,01/04/2024,San Antonio Spurs,47.5,OKC @ BKN
Bobby Portis,20:44,2.0,6.0,33.3,0.0,2.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,0.0,0.0,1.0,2.0,3.0,5.0,-8.0,01/04/2024,San Antonio Spurs,11.0,OKC @ BKN
Pat Connaughton,28:20,2.0,4.0,50.0,2.0,4.0,50.0,1.0,2.0,50.0,1.0,5.0,6.0,0.0,1.0,0.0,3.0,0.0,7.0,3.0,01/04/2024,San Antonio Spurs,16.0,OKC @ BKN
MarJon Beauchamp,17:18,3.0,8.0,37.5,2.0,4.0,50.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,8.0,-7.0,01/04/2024,San Antonio Spurs,12.25,OKC @ BKN
Cameron Payne,15:19,0.0,3.0,0.0,0.0,3.0,0.0,5.0,5.0,100.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,5.0,-4.0,01/04/2024,San Antonio Spurs,12.25,OKC @ BKN
Andre Jackson Jr.,4:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0,01/04/2024,San Antonio Spurs,1.25,OKC @ BKN
