,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/15/2015,DEN,BOS @ MIL,W,240,133,47,90,52.2,13,28,46.4,26,34,76.5,14,27,41,30,11,6,13,25,7
04/13/2015,MEM,BOS @ MIL,W,240,111,39,74,52.7,13,24,54.2,20,27,74.1,6,33,39,30,9,7,21,22,4
04/11/2015,MIN,NYK @ ATL,W,240,110,42,93,45.2,11,31,35.5,15,21,71.4,13,37,50,28,10,5,12,19,9
04/09/2015,POR,MIN @ LAL,W,240,116,48,90,53.3,12,26,46.2,8,9,88.9,9,35,44,27,6,5,14,12,11
04/07/2015,NOP,MIN @ LAL,L,240,100,42,95,44.2,9,22,40.9,7,10,70.0,11,39,50,25,6,12,12,21,-3
04/05/2015,SAS,CHA @ MIA,L,240,92,39,91,42.9,9,28,32.1,5,10,50.0,10,29,39,25,4,2,11,13,-15
04/04/2015,DAL,CHA @ MIA,W,240,123,43,95,45.3,14,36,38.9,23,32,71.9,17,38,55,28,12,4,14,37,13
04/02/2015,PHX,DET @ CHI,W,240,107,43,93,46.2,10,26,38.5,11,17,64.7,15,35,50,29,6,5,13,20,1
03/31/2015,LAC,DET @ CHI,W,240,110,38,85,44.7,8,21,38.1,26,34,76.5,10,33,43,28,6,1,9,20,4
03/28/2015,MIL,HOU @ TOR,W,240,108,42,82,51.2,12,25,48.0,12,14,85.7,7,38,45,27,7,8,22,23,13
03/27/2015,MEM,MIN @ HOU,W,240,107,39,90,43.3,16,31,51.6,13,17,76.5,14,29,43,28,15,5,14,17,23
03/24/2015,POR,MIN @ HOU,W,240,122,50,83,60.2,12,26,46.2,10,11,90.9,6,40,46,37,4,5,14,18,14
03/23/2015,WAS,SAS @ DAL,W,240,107,39,95,41.1,13,33,39.4,16,21,76.2,19,43,62,23,9,6,11,14,31
03/21/2015,UTA,SAS @ DAL,W,240,106,38,78,48.7,8,18,44.4,22,26,84.6,7,30,37,25,11,3,12,17,15
03/20/2015,NOP,POR @ ORL,W,240,112,44,88,50.0,5,19,26.3,19,23,82.6,12,30,42,29,9,6,10,19,16
03/18/2015,ATL,ATL @ GSW,W,240,114,44,84,52.4,14,30,46.7,12,20,60.0,10,34,44,39,8,7,18,23,19
03/16/2015,LAL,ATL @ GSW,W,240,108,40,84,47.6,7,27,25.9,21,23,91.3,7,30,37,28,16,7,15,21,3
03/14/2015,NYK,BOS @ IND,W,240,125,45,90,50.0,19,34,55.9,16,17,94.1,8,34,42,34,13,6,11,16,31
03/13/2015,DEN,BOS @ IND,L,240,103,39,92,42.4,8,19,42.1,17,22,77.3,9,26,35,29,5,10,8,25,-11
03/11/2015,DET,BOS @ IND,W,240,105,44,84,52.4,7,20,35.0,10,13,76.9,10,32,42,29,5,6,17,11,7
03/09/2015,PHX,DET @ GSW,W,240,98,35,83,42.2,13,31,41.9,15,19,78.9,9,39,48,17,11,8,18,21,18
03/08/2015,LAC,DET @ GSW,W,240,106,40,80,50.0,10,22,45.5,16,23,69.6,7,30,37,23,13,3,15,15,8
03/06/2015,DAL,CHI @ SAS,W,240,104,38,81,46.9,11,23,47.8,17,19,89.5,9,42,51,28,5,11,22,21,15
03/04/2015,MIL,POR @ LAC,W,240,102,37,73,50.7,14,34,41.2,14,25,56.0,4,30,34,30,16,8,18,24,9
