IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 5 ,10,6,6,2,3,2,4.20,26,90,57,39,6,12,10,11,4,0,24,,,-0.319, 0.52,-0.14%, 0.37, -3.7,85° F, Wind 9mph in from Leftfield, Sunny, No Precipitation.
 1 ,0,0,0,0,0,0,5.22,3,8,6,5,0,1,1,2,0,0,,0,0,0.027, 0.35, 0.01%, 0.25, 0.5,85° F, Wind 9mph in from Leftfield, Sunny, No Precipitation.
 1 ,0,0,0,1,1,0,1.46,4,15,8,3,3,2,2,0,0,0,,0,0,0.040, 0.72, 0.02%, 0.52, 0.5,85° F, Wind 9mph in from Leftfield, Sunny, No Precipitation.
 1 ,3,1,1,0,1,0,3.63,6,17,12,7,2,3,4,1,1,0,,0,0,-0.058, 0.54,-0.03%, 0.39, -0.5,85° F, Wind 9mph in from Leftfield, Sunny, No Precipitation.
