,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
Andrew Heaney, 4 ,1,0,0,3,4,0,0.47,15,71,40,22,9,9,3,5,1,0,61,,,0.105, 0.50, 0.02%, 0.19, 2.0,80° F, Wind 2mph in unknown direction, Cloudy, No Precipitation.
Phil Bickford, 1 ,0,0,0,1,2,0,5.51,4,18,11,3,4,4,0,1,0,0,,0,0,0.015, 0.20, 0.00%, 0.08, 0.5,80° F, Wind 2mph in unknown direction, Cloudy, No Precipitation.
"Alex Vesia, W (3-0)", 1 ,0,0,0,0,2,0,3.41,3,13,8,3,2,3,0,1,1,0,,0,0,0.013, 0.17, 0.00%, 0.06, 0.5,80° F, Wind 2mph in unknown direction, Cloudy, No Precipitation.
Jake Reed, 1.1,3,1,1,0,2,0,10.57,7,23,17,7,3,7,2,3,2,0,,0,0,0.000, 0.26, 0.00%, 0.10, -0.7,80° F, Wind 2mph in unknown direction, Cloudy, No Precipitation.
David Price, 1.2,1,0,0,1,0,0,3.08,6,22,14,8,2,4,2,3,1,0,,1,0,0.017, 0.23, 0.00%, 0.09, 1.2,80° F, Wind 2mph in unknown direction, Cloudy, No Precipitation.
