,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Clayton Kershaw, W (7-2)", 8 ,1,0,0,0,6,0,2.13,25,89,63,34,11,18,10,9,3,0,86,,,0.278, 0.43, 0.08%, 0.22, 4.3,79° F, Wind 8mph out to Centerfield, Sunny, No Precipitation.
Reyes Moronta, 1 ,1,1,1,0,1,1,4.02,4,11,8,4,3,1,1,2,2,0,,0,0,0.000, 0.01, 0.00%, 0.01, -0.5,79° F, Wind 8mph out to Centerfield, Sunny, No Precipitation.
