,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Tyler Anderson, W (10-1)", 6 ,3,0,0,2,4,0,2.96,21,88,58,32,9,17,7,8,2,0,68,,,0.358, 1.13, 0.14%, 0.72, 2.8,94° F, Wind 6mph in from Rightfield, Cloudy, No Precipitation.
Yency Almonte, 1 ,1,0,0,1,1,0,1.40,5,22,13,5,2,6,1,2,2,0,,0,0,0.031, 0.86, 0.01%, 0.55, 0.5,94° F, Wind 6mph in from Rightfield, Cloudy, No Precipitation.
Evan Phillips, 1 ,0,0,0,0,1,0,1.50,3,12,8,5,0,3,1,1,0,0,,0,0,0.025, 0.33, 0.01%, 0.21, 0.5,94° F, Wind 6mph in from Rightfield, Cloudy, No Precipitation.
Craig Kimbrel, 1 ,1,0,0,0,1,0,4.35,4,26,17,10,4,3,0,3,0,0,,0,0,0.016, 0.32, 0.01%, 0.20, 0.5,94° F, Wind 6mph in from Rightfield, Cloudy, No Precipitation.
