,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
Tony Gonsolin, 5 ,7,5,5,1,6,1,2.02,23,96,64,38,15,11,8,8,6,0,38,,,-0.256, 0.69,-0.12%, 0.55, -2.7,90° F, Wind 5mph in from Leftfield, Sunny, No Precipitation.
Alex Vesia, 1 ,2,1,1,1,1,0,3.14,6,15,10,6,3,1,1,3,3,0,,0,0,-0.009, 0.09,-0.00%, 0.07, -0.5,90° F, Wind 5mph in from Leftfield, Sunny, No Precipitation.
Caleb Ferguson, 1 ,0,0,0,0,0,0,0.00,3,11,9,5,2,2,1,2,0,0,,0,0,0.006, 0.07, 0.00%, 0.06, 0.5,90° F, Wind 5mph in from Leftfield, Sunny, No Precipitation.
"Craig Kimbrel, W (3-4)", 1 ,0,0,0,0,1,0,4.50,3,17,12,8,2,2,0,2,1,0,,0,0,0.028, 0.38, 0.01%, 0.30, 0.5,90° F, Wind 5mph in from Leftfield, Sunny, No Precipitation.
"Evan Phillips, S (1)", 1 ,0,0,0,0,1,0,1.54,3,7,6,4,0,2,1,1,0,0,,0,0,0.190, 2.55, 0.09%, 2.03, 0.5,90° F, Wind 5mph in from Leftfield, Sunny, No Precipitation.
