,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/14/2004,MIN,NOH @ WAS,L,240,90,32,78,41.0,2,9,22.2,24,29,82.8,10,18,28,20,12,4,10,21,-17
04/13/2004,DAL,NOH @ WAS,L,240,103,37,83,44.6,7,20,35.0,22,28,78.6,13,30,43,24,11,3,18,17,-7
04/11/2004,PHX,SAS @ POR,L,240,83,31,88,35.2,5,19,26.3,16,22,72.7,15,29,44,16,9,6,16,28,-6
04/09/2004,LAL,SAS @ POR,L,240,95,39,84,46.4,6,18,33.3,11,22,50.0,13,23,36,27,9,2,19,31,-8
04/07/2004,CLE,NJN @ IND,W,240,92,30,75,40.0,7,13,53.8,25,35,71.4,16,33,49,25,11,2,16,18,18
04/05/2004,UTA,MEM @ UTA,L,240,81,29,65,44.6,6,15,40.0,17,23,73.9,5,24,29,23,11,6,16,29,-11
04/04/2004,MIN,MEM @ UTA,L,240,82,29,75,38.7,7,14,50.0,17,27,63.0,12,28,40,20,5,4,11,22,-8
04/02/2004,PHX,MEM @ UTA,W,240,109,40,80,50.0,8,14,57.1,21,30,70.0,9,34,43,31,10,7,13,20,10
03/29/2004,ATL,MIA @ DET,W,290,136,47,93,50.5,9,22,40.9,33,46,71.7,12,31,43,27,9,8,21,35,3
03/28/2004,TOR,CLE @ SAS,W,240,94,36,65,55.4,3,7,42.9,19,32,59.4,5,31,36,22,9,2,18,14,6
03/26/2004,HOU,NJN @ BOS,W,240,109,39,83,47.0,10,19,52.6,21,26,80.8,13,28,41,24,14,6,11,20,23
03/24/2004,NYK,NJN @ BOS,W,240,111,34,84,40.5,8,18,44.4,35,40,87.5,13,28,41,25,10,6,11,23,14
03/23/2004,TOR,NJN @ BOS,W,240,95,33,74,44.6,2,12,16.7,27,40,67.5,15,38,53,17,9,7,12,26,9
03/20/2004,IND,LAC @ DEN,W,240,99,38,72,52.8,6,13,46.2,17,23,73.9,8,29,37,26,9,7,16,22,4
03/18/2004,SEA,DEN @ DET,L,240,94,35,82,42.7,4,21,19.0,20,31,64.5,18,25,43,23,12,6,14,17,-3
03/16/2004,PHI,DEN @ DET,W,240,82,33,81,40.7,3,12,25.0,13,20,65.0,11,29,40,20,15,11,20,17,3
03/13/2004,HOU,PHX @ HOU,L,240,80,32,82,39.0,1,15,6.7,15,17,88.2,14,23,37,16,12,1,14,18,-8
03/12/2004,LAC,PHX @ HOU,W,240,98,35,80,43.8,6,13,46.2,22,33,66.7,15,34,49,23,13,5,14,21,9
03/09/2004,SAS,CHI @ NJN,W,240,94,37,87,42.5,3,13,23.1,17,28,60.7,17,26,43,20,19,6,10,22,6
03/07/2004,GSW,PHX @ DAL,W,240,95,38,79,48.1,5,14,35.7,14,20,70.0,10,30,40,13,10,8,13,25,10
03/06/2004,LAC,PHX @ DAL,W,240,98,33,78,42.3,5,21,23.8,27,37,73.0,13,29,42,23,8,8,14,22,6
03/03/2004,POR,IND @ UTA,W,240,97,39,78,50.0,7,16,43.8,12,15,80.0,5,30,35,27,9,8,13,20,9
03/01/2004,SAS,NOH @ WAS,W,240,81,31,80,38.8,4,9,44.4,15,22,68.2,11,27,38,15,11,5,12,17,1
02/28/2004,NOH,NOH @ WAS,W,240,97,37,75,49.3,4,9,44.4,19,27,70.4,9,37,46,24,10,7,16,16,5
02/27/2004,MIL,NOH @ WAS,L,240,104,43,81,53.1,5,16,31.3,13,15,86.7,11,30,41,18,4,11,17,32,-2
02/25/2004,GSW,PHX @ SEA,L,240,92,30,75,40.0,4,13,30.8,28,38,73.7,11,30,41,21,7,8,14,31,-7
02/23/2004,DEN,GSW @ IND,W,240,109,40,80,50.0,3,8,37.5,26,33,78.8,12,32,44,25,5,7,14,28,3
02/21/2004,CHI,GSW @ IND,W,240,105,32,76,42.1,4,13,30.8,37,48,77.1,10,33,43,26,5,6,12,26,7
02/20/2004,PHX,MIN @ DET,W,240,97,36,87,41.4,2,14,14.3,23,29,79.3,16,32,48,20,12,13,18,22,5
02/17/2004,DAL,MIN @ DET,W,240,109,38,84,45.2,7,19,36.8,26,34,76.5,15,34,49,25,9,8,13,21,17
02/11/2004,LAC,DET @ NYK,W,240,110,38,77,49.4,9,21,42.9,25,34,73.5,10,27,37,28,11,3,10,28,8
02/09/2004,DEN,TOR @ PHX,L,240,83,37,82,45.1,3,15,20.0,6,10,60.0,11,32,43,23,6,8,19,24,-3
02/08/2004,MIN,TOR @ PHX,W,240,99,40,78,51.3,3,15,20.0,16,22,72.7,5,25,30,25,12,3,12,19,1
02/06/2004,MIL,TOR @ PHX,W,240,105,38,80,47.5,6,21,28.6,23,30,76.7,12,41,53,24,8,10,16,22,20
02/04/2004,WAS,SEA @ PHX,W,240,103,39,81,48.1,8,16,50.0,17,22,77.3,12,30,42,28,10,10,19,24,2
02/02/2004,GSW,GSW @ MEM,W,240,106,40,79,50.6,4,9,44.4,22,27,81.5,13,33,46,25,4,8,18,27,5
01/31/2004,DET,GSW @ MEM,L,240,78,31,78,39.7,2,13,15.4,14,18,77.8,13,29,42,17,7,6,13,17,-2
01/30/2004,UTA,LAC @ MIA,L,240,79,25,58,43.1,3,8,37.5,26,33,78.8,5,21,26,16,6,8,16,28,-6
01/28/2004,POR,LAC @ MIA,L,240,76,26,81,32.1,3,20,15.0,21,29,72.4,18,29,47,19,10,8,16,20,-12
01/25/2004,DEN,NJN @ PHI,W,240,106,41,74,55.4,4,12,33.3,20,28,71.4,10,28,38,30,6,9,18,24,18
01/23/2004,SAC,DET @ MIN,W,240,109,40,78,51.3,9,14,64.3,20,30,66.7,10,31,41,28,6,10,12,28,14
01/21/2004,LAL,DET @ MIN,W,240,88,36,76,47.4,4,17,23.5,12,23,52.2,6,38,44,22,10,5,13,25,6
01/19/2004,HOU,NJN @ DAL,W,240,88,33,77,42.9,7,17,41.2,15,21,71.4,20,30,50,20,9,6,17,24,5
01/17/2004,PHI,NJN @ DAL,W,240,91,35,81,43.2,4,10,40.0,17,25,68.0,13,32,45,24,11,11,18,23,4
01/15/2004,CHI,SEA @ WAS,W,240,108,35,84,41.7,10,22,45.5,28,32,87.5,15,27,42,25,14,7,18,21,15
01/12/2004,GSW,DET @ CHI,W,290,115,46,100,46.0,8,20,40.0,15,23,65.2,15,33,48,24,7,13,10,31,2
01/11/2004,LAC,DET @ CHI,W,265,108,42,79,53.2,4,10,40.0,20,28,71.4,11,22,33,23,14,7,17,24,1
01/09/2004,SEA,IND @ DAL,L,240,116,43,91,47.3,10,25,40.0,20,25,80.0,18,17,35,23,8,8,14,26,-6
01/03/2004,ORL,SAC @ LAC,W,240,112,45,87,51.7,5,17,29.4,17,22,77.3,16,35,51,35,4,5,15,26,9
