,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Patrick Corbin, L (4-12)", 5 ,9,6,5,2,8,2,5.87,27,106,66,41,12,13,8,9,4,0,33,,,-0.314, 0.53, 0.00%, 0.00, -3.6,85° F, Wind 6mph from Right to Left, Cloudy, No Precipitation.
Erasmo Ramirez, 2 ,2,1,1,0,2,0,4.57,8,30,21,12,3,6,5,1,1,0,,0,0,-0.006, 0.12, 0.00%, 0.00, -0.0,85° F, Wind 6mph from Right to Left, Cloudy, No Precipitation.
Carl Edwards Jr., 1 ,0,0,0,0,1,0,3.34,3,11,9,7,1,1,2,0,0,0,,0,0,0.002, 0.02, 0.00%, 0.00, 0.5,85° F, Wind 6mph from Right to Left, Cloudy, No Precipitation.
Kyle Finnegan, 1 ,1,1,1,0,1,1,4.04,4,14,9,5,3,1,1,2,0,0,,0,0,-0.001, 0.01, 0.00%, 0.00, -0.5,85° F, Wind 6mph from Right to Left, Cloudy, No Precipitation.
