,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
"Anibal Sanchez, L (0-1)", 5 ,4,4,4,2,5,2,7.20,19,90,52,31,9,12,5,7,1,0,46,,,-0.220, 0.98, 0.00%, 0.00, -1.6,82° F, Wind 8mph from Left to Right, Cloudy, No Precipitation.
Andres Machado, 1 ,1,1,1,0,1,1,4.05,4,12,7,4,2,1,1,2,1,0,,0,0,-0.060, 0.41, 0.00%, 0.00, -0.5,82° F, Wind 8mph from Left to Right, Cloudy, No Precipitation.
Hunter Harvey, 1 ,0,0,0,0,1,0,0.00,3,10,7,3,1,3,0,2,0,0,,0,0,0.019, 0.26, 0.00%, 0.00, 0.5,82° F, Wind 8mph from Left to Right, Cloudy, No Precipitation.
Tyler Clippard, 2 ,1,0,0,0,1,0,0.00,7,24,16,11,1,4,2,4,1,0,,0,0,0.031, 0.24, 0.00%, 0.00, 1.0,82° F, Wind 8mph from Left to Right, Cloudy, No Precipitation.
