IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 7.1,6,1,1,0,5,1,2.62,25,99,62,40,10,12,9,11,5,0,67,,,0.270, 0.86, 0.19%, 0.99, 2.5,99° F, Wind 8mph out to Leftfield, Sunny, No Precipitation.
 1 ,0,0,0,0,1,0,2.16,3,22,18,12,1,5,1,1,0,0,,0,0,0.013, 0.17, 0.01%, 0.19, 0.5,99° F, Wind 8mph out to Leftfield, Sunny, No Precipitation.
 0.2,2,0,0,0,1,0,0.00,4,13,8,4,3,1,2,1,1,0,,0,0,0.002, 0.07, 0.00%, 0.08, 0.2,99° F, Wind 8mph out to Leftfield, Sunny, No Precipitation.
