,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Mikal Bridges,46:54,12.0,17.0,70.6,4.0,4.0,100.0,3.0,3.0,100.0,0.0,5.0,5.0,2.0,1.0,4.0,1.0,1.0,31.0,13.0,04/26/2022,51.75
Jae Crowder,22:30,4.0,8.0,50.0,1.0,5.0,20.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,5.0,9.0,14.0,04/26/2022,19.0
Deandre Ayton,35:05,8.0,13.0,61.5,0.0,2.0,0.0,3.0,5.0,60.0,3.0,6.0,9.0,3.0,0.0,0.0,3.0,3.0,19.0,19.0,04/26/2022,33.25
Cameron Johnson,36:33,3.0,8.0,37.5,1.0,5.0,20.0,1.0,1.0,100.0,1.0,8.0,9.0,5.0,0.0,0.0,2.0,2.0,8.0,6.0,04/26/2022,26.25
Chris Paul,38:56,8.0,18.0,44.4,0.0,4.0,0.0,6.0,6.0,100.0,0.0,6.0,6.0,11.0,3.0,0.0,1.0,2.0,22.0,10.0,04/26/2022,51.5
JaVale McGee,9:10,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,04/26/2022,6.0
Cameron Payne,11:54,4.0,10.0,40.0,2.0,3.0,66.7,2.0,2.0,100.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,6.0,12.0,3.0,04/26/2022,21.75
Landry Shamet,25:25,2.0,6.0,33.3,1.0,3.0,33.3,1.0,2.0,50.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,6.0,04/26/2022,13.75
Bismack Biyombo,7:43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,04/26/2022,1.5
Aaron Holiday,5:50,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,-2.0,04/26/2022,7.75
