,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Mikal Bridges,42:16,4.0,9.0,44.4,1.0,3.0,33.3,4.0,4.0,100.0,3.0,4.0,7.0,4.0,1.0,2.0,0.0,5.0,13.0,7.0,05/02/2022,34.25
Jae Crowder,28:19,4.0,6.0,66.7,3.0,5.0,60.0,0.0,0.0,0.0,2.0,6.0,8.0,3.0,0.0,1.0,3.0,5.0,11.0,-2.0,05/02/2022,27.5
Deandre Ayton,33:07,12.0,20.0,60.0,0.0,0.0,0.0,1.0,1.0,100.0,3.0,5.0,8.0,0.0,0.0,1.0,0.0,1.0,25.0,10.0,05/02/2022,37.0
Devin Booker,38:13,7.0,20.0,35.0,1.0,5.0,20.0,8.0,8.0,100.0,3.0,6.0,9.0,8.0,0.0,1.0,1.0,1.0,23.0,6.0,05/02/2022,48.25
Chris Paul,28:45,7.0,13.0,53.8,2.0,5.0,40.0,3.0,3.0,100.0,0.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,19.0,14.0,05/02/2022,34.25
Cameron Payne,19:15,4.0,8.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,1.0,0.0,9.0,-7.0,05/02/2022,20.25
Cameron Johnson,24:04,6.0,10.0,60.0,3.0,6.0,50.0,2.0,2.0,100.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,3.0,17.0,8.0,05/02/2022,25.25
JaVale McGee,14:02,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,4.0,-2.0,05/02/2022,12.75
Landry Shamet,9:01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,05/02/2022,4.0
Torrey Craig,2:59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,05/02/2022,0.75
