,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Mikal Bridges,38:02,5.0,14.0,35.7,0.0,2.0,0.0,2.0,2.0,100.0,2.0,4.0,6.0,2.0,1.0,1.0,1.0,2.0,12.0,-12.0,05/06/2022,Dallas Mavericks,26.0
Jae Crowder,35:33,7.0,12.0,58.3,5.0,8.0,62.5,0.0,0.0,0.0,0.0,7.0,7.0,5.0,2.0,0.0,2.0,1.0,19.0,-5.0,05/06/2022,Dallas Mavericks,40.75
Deandre Ayton,32:50,6.0,12.0,50.0,0.0,0.0,0.0,4.0,4.0,100.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,-4.0,05/06/2022,Dallas Mavericks,29.75
Devin Booker,40:02,6.0,13.0,46.2,4.0,6.0,66.7,2.0,4.0,50.0,0.0,2.0,2.0,6.0,0.0,0.0,5.0,1.0,18.0,-12.0,05/06/2022,Dallas Mavericks,29.0
Chris Paul,36:57,5.0,9.0,55.6,2.0,4.0,50.0,0.0,0.0,0.0,2.0,5.0,7.0,4.0,1.0,0.0,7.0,4.0,12.0,-8.0,05/06/2022,Dallas Mavericks,26.25
Cameron Johnson,15:58,1.0,4.0,25.0,1.0,3.0,33.3,3.0,3.0,100.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,-2.0,05/06/2022,Dallas Mavericks,12.0
Cameron Payne,14:08,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,-3.0,05/06/2022,Dallas Mavericks,4.0
JaVale McGee,14:30,3.0,5.0,60.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,7.0,7.0,0.0,0.0,0.0,1.0,2.0,8.0,-8.0,05/06/2022,Dallas Mavericks,16.25
Landry Shamet,10:40,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,05/06/2022,Dallas Mavericks,10.75
Ish Wainright,0:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,05/06/2022,Dallas Mavericks,0.0
Aaron Holiday,0:40,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,05/06/2022,Dallas Mavericks,0.0
