,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Mikal Bridges,40:29,7.0,11.0,63.6,2.0,3.0,66.7,3.0,4.0,75.0,2.0,4.0,6.0,2.0,1.0,1.0,2.0,3.0,19.0,-8.0,04/19/2022,33.5
Jae Crowder,27:17,2.0,11.0,18.2,0.0,5.0,0.0,1.0,1.0,100.0,0.0,6.0,6.0,1.0,2.0,2.0,2.0,2.0,5.0,-7.0,04/19/2022,21.0
Deandre Ayton,33:17,4.0,6.0,66.7,0.0,0.0,0.0,2.0,2.0,100.0,3.0,6.0,9.0,4.0,0.0,0.0,0.0,3.0,10.0,-13.0,04/19/2022,27.25
Devin Booker,24:47,12.0,19.0,63.2,7.0,11.0,63.6,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,31.0,-6.0,04/19/2022,37.5
Chris Paul,36:22,5.0,16.0,31.3,2.0,6.0,33.3,5.0,5.0,100.0,0.0,1.0,1.0,14.0,1.0,0.0,0.0,3.0,17.0,-12.0,04/19/2022,42.25
Cameron Johnson,25:46,4.0,10.0,40.0,1.0,6.0,16.7,2.0,4.0,50.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,1.0,11.0,-11.0,04/19/2022,20.0
Cameron Payne,17:29,3.0,6.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,6.0,6.0,04/19/2022,12.75
JaVale McGee,14:43,4.0,4.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,10.0,2.0,04/19/2022,14.25
Torrey Craig,8:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,04/19/2022,2.75
Landry Shamet,11:32,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,-1.0,04/19/2022,7.5
